Temp,Humi,Date&Time
 33.3¡æ, 64.8%RH,2020-02-04 12:16:11
 33.3¡æ, 64.8%RH,2020-02-04 12:16:16
 33.3¡æ, 64.8%RH,2020-02-04 12:16:21
 33.3¡æ, 64.8%RH,2020-02-04 12:16:26
 33.3¡æ, 64.8%RH,2020-02-04 12:16:31
 33.3¡æ, 64.7%RH,2020-02-04 12:16:36
 33.3¡æ, 64.7%RH,2020-02-04 12:16:41
 33.3¡æ, 64.7%RH,2020-02-04 12:16:46
 33.3¡æ, 64.7%RH,2020-02-04 12:16:51
 33.3¡æ, 64.7%RH,2020-02-04 12:16:56
 33.3¡æ, 64.7%RH,2020-02-04 12:17:01
 33.3¡æ, 64.6%RH,2020-02-04 12:17:06
 33.3¡æ, 64.6%RH,2020-02-04 12:17:11
 33.3¡æ, 64.6%RH,2020-02-04 12:17:16
 33.3¡æ, 64.6%RH,2020-02-04 12:17:21
 33.3¡æ, 64.6%RH,2020-02-04 12:17:26
 33.3¡æ, 64.6%RH,2020-02-04 12:17:31
 33.3¡æ, 64.6%RH,2020-02-04 12:17:36
 33.3¡æ, 64.5%RH,2020-02-04 12:17:41
 33.3¡æ, 64.5%RH,2020-02-04 12:17:46
 33.3¡æ, 64.5%RH,2020-02-04 12:17:51
 33.3¡æ, 64.5%RH,2020-02-04 12:17:56
 33.3¡æ, 64.5%RH,2020-02-04 12:18:01
 33.3¡æ, 64.5%RH,2020-02-04 12:18:06
 33.3¡æ, 64.4%RH,2020-02-04 12:18:11
 33.3¡æ, 64.4%RH,2020-02-04 12:18:16
 33.4¡æ, 64.4%RH,2020-02-04 12:18:21
 33.4¡æ, 64.4%RH,2020-02-04 12:18:26
 33.4¡æ, 64.3%RH,2020-02-04 12:18:31
 33.4¡æ, 64.3%RH,2020-02-04 12:18:36
 33.4¡æ, 64.3%RH,2020-02-04 12:18:41
 33.4¡æ, 64.2%RH,2020-02-04 12:18:46
 33.4¡æ, 64.2%RH,2020-02-04 12:18:51
 33.4¡æ, 64.2%RH,2020-02-04 12:18:56
 33.4¡æ, 64.2%RH,2020-02-04 12:19:01
 33.4¡æ, 64.2%RH,2020-02-04 12:19:06
 33.4¡æ, 64.1%RH,2020-02-04 12:19:11
 33.4¡æ, 64.1%RH,2020-02-04 12:19:16
 33.4¡æ, 64.1%RH,2020-02-04 12:19:21
 33.4¡æ, 64.1%RH,2020-02-04 12:19:26
 33.4¡æ, 64.0%RH,2020-02-04 12:19:31
 33.4¡æ, 64.0%RH,2020-02-04 12:19:36
 33.4¡æ, 64.0%RH,2020-02-04 12:19:41
 33.4¡æ, 64.0%RH,2020-02-04 12:19:46
 33.4¡æ, 64.0%RH,2020-02-04 12:19:51
 33.4¡æ, 64.0%RH,2020-02-04 12:19:56
 33.4¡æ, 64.0%RH,2020-02-04 12:20:01
 33.4¡æ, 64.0%RH,2020-02-04 12:20:06
 33.4¡æ, 63.9%RH,2020-02-04 12:20:11
 33.4¡æ, 63.9%RH,2020-02-04 12:20:16
 33.4¡æ, 63.9%RH,2020-02-04 12:20:21
 33.4¡æ, 63.9%RH,2020-02-04 12:20:26
 33.4¡æ, 63.9%RH,2020-02-04 12:20:31
 33.4¡æ, 63.9%RH,2020-02-04 12:20:36
 33.4¡æ, 63.8%RH,2020-02-04 12:20:41
 33.4¡æ, 63.8%RH,2020-02-04 12:20:46
 33.4¡æ, 63.8%RH,2020-02-04 12:20:51
 33.4¡æ, 63.8%RH,2020-02-04 12:20:56
 33.4¡æ, 63.8%RH,2020-02-04 12:21:01
 33.4¡æ, 63.7%RH,2020-02-04 12:21:06
 33.4¡æ, 63.7%RH,2020-02-04 12:21:11
 33.4¡æ, 63.7%RH,2020-02-04 12:21:16
 33.4¡æ, 63.7%RH,2020-02-04 12:21:21
 33.4¡æ, 63.7%RH,2020-02-04 12:21:26
 33.4¡æ, 63.7%RH,2020-02-04 12:21:31
 33.4¡æ, 63.6%RH,2020-02-04 12:21:36
 33.4¡æ, 63.6%RH,2020-02-04 12:21:41
 33.4¡æ, 63.6%RH,2020-02-04 12:21:46
 33.5¡æ, 63.6%RH,2020-02-04 12:21:51
 33.5¡æ, 63.6%RH,2020-02-04 12:21:56
 33.5¡æ, 63.6%RH,2020-02-04 12:22:01
 33.5¡æ, 63.6%RH,2020-02-04 12:22:06
 33.5¡æ, 63.6%RH,2020-02-04 12:22:11
 33.5¡æ, 63.6%RH,2020-02-04 12:22:16
 33.5¡æ, 63.6%RH,2020-02-04 12:22:21
 33.5¡æ, 63.5%RH,2020-02-04 12:22:26
 33.5¡æ, 63.5%RH,2020-02-04 12:22:31
 33.5¡æ, 63.5%RH,2020-02-04 12:22:36
 33.5¡æ, 63.5%RH,2020-02-04 12:22:41
 33.5¡æ, 63.5%RH,2020-02-04 12:22:46
 33.5¡æ, 63.5%RH,2020-02-04 12:22:51
 33.5¡æ, 63.4%RH,2020-02-04 12:22:56
 33.5¡æ, 63.4%RH,2020-02-04 12:23:01
 33.5¡æ, 63.4%RH,2020-02-04 12:23:06
 33.5¡æ, 63.4%RH,2020-02-04 12:23:11
 33.5¡æ, 63.4%RH,2020-02-04 12:23:16
 33.5¡æ, 63.4%RH,2020-02-04 12:23:21
 33.5¡æ, 63.4%RH,2020-02-04 12:23:26
 33.5¡æ, 63.3%RH,2020-02-04 12:23:31
 33.5¡æ, 63.3%RH,2020-02-04 12:23:36
 33.5¡æ, 63.3%RH,2020-02-04 12:23:41
 33.5¡æ, 63.3%RH,2020-02-04 12:23:46
 33.5¡æ, 63.3%RH,2020-02-04 12:23:51
 33.5¡æ, 63.3%RH,2020-02-04 12:23:56
 33.5¡æ, 63.3%RH,2020-02-04 12:24:01
 33.5¡æ, 63.3%RH,2020-02-04 12:24:06
 33.5¡æ, 63.3%RH,2020-02-04 12:24:11
 33.5¡æ, 63.3%RH,2020-02-04 12:24:16
 33.5¡æ, 63.3%RH,2020-02-04 12:24:21
 33.5¡æ, 63.2%RH,2020-02-04 12:24:26
 33.5¡æ, 63.2%RH,2020-02-04 12:24:31
 33.5¡æ, 63.2%RH,2020-02-04 12:24:36
 33.5¡æ, 63.2%RH,2020-02-04 12:24:41
 33.5¡æ, 63.2%RH,2020-02-04 12:24:46
 33.5¡æ, 63.2%RH,2020-02-04 12:24:51
 33.5¡æ, 63.2%RH,2020-02-04 12:24:56
 33.5¡æ, 63.2%RH,2020-02-04 12:25:01
 33.5¡æ, 63.2%RH,2020-02-04 12:25:06
 33.5¡æ, 63.2%RH,2020-02-04 12:25:11
 33.5¡æ, 63.2%RH,2020-02-04 12:25:16
 33.6¡æ, 63.2%RH,2020-02-04 12:25:21
 33.6¡æ, 63.2%RH,2020-02-04 12:25:26
 33.6¡æ, 63.1%RH,2020-02-04 12:25:31
 33.6¡æ, 63.1%RH,2020-02-04 12:25:36
 33.6¡æ, 63.1%RH,2020-02-04 12:25:41
 33.6¡æ, 63.1%RH,2020-02-04 12:25:46
 33.6¡æ, 63.1%RH,2020-02-04 12:25:51
 33.6¡æ, 63.1%RH,2020-02-04 12:25:56
 33.6¡æ, 63.1%RH,2020-02-04 12:26:01
 33.6¡æ, 63.1%RH,2020-02-04 12:26:06
 33.6¡æ, 63.1%RH,2020-02-04 12:26:11
 33.6¡æ, 63.1%RH,2020-02-04 12:26:16
 33.6¡æ, 63.1%RH,2020-02-04 12:26:21
 33.6¡æ, 63.1%RH,2020-02-04 12:26:26
 33.6¡æ, 63.1%RH,2020-02-04 12:26:31
 33.6¡æ, 63.1%RH,2020-02-04 12:26:36
 33.6¡æ, 63.1%RH,2020-02-04 12:26:41
 33.6¡æ, 63.1%RH,2020-02-04 12:26:46
 33.6¡æ, 63.0%RH,2020-02-04 12:26:51
 33.6¡æ, 63.0%RH,2020-02-04 12:26:56
 33.6¡æ, 63.0%RH,2020-02-04 12:27:01
 33.6¡æ, 63.0%RH,2020-02-04 12:27:06
 33.6¡æ, 63.0%RH,2020-02-04 12:27:11
 33.6¡æ, 63.0%RH,2020-02-04 12:27:16
 33.6¡æ, 63.0%RH,2020-02-04 12:27:21
 33.6¡æ, 63.0%RH,2020-02-04 12:27:26
 33.6¡æ, 63.0%RH,2020-02-04 12:27:31
 33.6¡æ, 63.0%RH,2020-02-04 12:27:36
 33.6¡æ, 63.0%RH,2020-02-04 12:27:36
 33.6¡æ, 63.0%RH,2020-02-04 12:27:41
 33.6¡æ, 63.0%RH,2020-02-04 12:27:46
 33.6¡æ, 62.9%RH,2020-02-04 12:27:51
 33.6¡æ, 62.9%RH,2020-02-04 12:27:56
 33.6¡æ, 62.9%RH,2020-02-04 12:28:01
 33.6¡æ, 62.9%RH,2020-02-04 12:28:06
 33.6¡æ, 63.0%RH,2020-02-04 12:28:11
 33.6¡æ, 63.0%RH,2020-02-04 12:28:16
 33.6¡æ, 62.9%RH,2020-02-04 12:28:21
 33.6¡æ, 62.9%RH,2020-02-04 12:28:26
 33.6¡æ, 62.9%RH,2020-02-04 12:28:31
 33.6¡æ, 62.9%RH,2020-02-04 12:28:36
 33.6¡æ, 62.9%RH,2020-02-04 12:28:41
 33.6¡æ, 62.9%RH,2020-02-04 12:28:46
 33.6¡æ, 62.9%RH,2020-02-04 12:28:51
 33.7¡æ, 62.9%RH,2020-02-04 12:28:56
 33.6¡æ, 62.9%RH,2020-02-04 12:29:01
 33.7¡æ, 62.9%RH,2020-02-04 12:29:06
 33.7¡æ, 62.9%RH,2020-02-04 12:29:11
 33.7¡æ, 62.9%RH,2020-02-04 12:29:16
 33.7¡æ, 62.9%RH,2020-02-04 12:29:21
 33.7¡æ, 62.9%RH,2020-02-04 12:29:26
 33.7¡æ, 62.9%RH,2020-02-04 12:29:31
 33.7¡æ, 62.9%RH,2020-02-04 12:29:36
 33.7¡æ, 62.9%RH,2020-02-04 12:29:41
 33.7¡æ, 62.9%RH,2020-02-04 12:29:46
 33.7¡æ, 62.9%RH,2020-02-04 12:29:51
 33.7¡æ, 62.9%RH,2020-02-04 12:29:56
 33.7¡æ, 62.9%RH,2020-02-04 12:30:01
 33.7¡æ, 62.9%RH,2020-02-04 12:30:06
 33.7¡æ, 62.9%RH,2020-02-04 12:30:11
 33.7¡æ, 62.9%RH,2020-02-04 12:30:16
 33.7¡æ, 62.8%RH,2020-02-04 12:30:21
 33.7¡æ, 62.8%RH,2020-02-04 12:30:26
 33.7¡æ, 62.8%RH,2020-02-04 12:30:31
 33.7¡æ, 62.8%RH,2020-02-04 12:30:36
 33.7¡æ, 62.8%RH,2020-02-04 12:30:41
 33.7¡æ, 62.8%RH,2020-02-04 12:30:46
 33.7¡æ, 62.8%RH,2020-02-04 12:30:51
 33.7¡æ, 62.8%RH,2020-02-04 12:30:56
 33.7¡æ, 62.8%RH,2020-02-04 12:31:01
 33.7¡æ, 62.8%RH,2020-02-04 12:31:06
 33.7¡æ, 62.7%RH,2020-02-04 12:31:11
 33.7¡æ, 62.7%RH,2020-02-04 12:31:16
 33.7¡æ, 62.7%RH,2020-02-04 12:31:21
 33.7¡æ, 62.7%RH,2020-02-04 12:31:26
 33.7¡æ, 62.7%RH,2020-02-04 12:31:31
 33.7¡æ, 62.7%RH,2020-02-04 12:31:36
 33.7¡æ, 62.7%RH,2020-02-04 12:31:41
 33.7¡æ, 62.7%RH,2020-02-04 12:31:46
 33.7¡æ, 62.7%RH,2020-02-04 12:31:51
 33.7¡æ, 62.7%RH,2020-02-04 12:31:56
 33.7¡æ, 62.7%RH,2020-02-04 12:32:01
 33.7¡æ, 62.7%RH,2020-02-04 12:32:06
 33.7¡æ, 62.6%RH,2020-02-04 12:32:11
 33.7¡æ, 62.6%RH,2020-02-04 12:32:16
 33.7¡æ, 62.7%RH,2020-02-04 12:32:21
 33.7¡æ, 62.6%RH,2020-02-04 12:32:26
 33.7¡æ, 62.6%RH,2020-02-04 12:32:31
 33.7¡æ, 62.6%RH,2020-02-04 12:32:36
 33.8¡æ, 62.6%RH,2020-02-04 12:32:41
 33.8¡æ, 62.6%RH,2020-02-04 12:32:46
 33.8¡æ, 62.6%RH,2020-02-04 12:32:51
 33.8¡æ, 62.6%RH,2020-02-04 12:32:56
 33.8¡æ, 62.6%RH,2020-02-04 12:33:01
 33.8¡æ, 62.6%RH,2020-02-04 12:33:06
 33.8¡æ, 62.6%RH,2020-02-04 12:33:11
 33.8¡æ, 62.6%RH,2020-02-04 12:33:16
 33.8¡æ, 62.6%RH,2020-02-04 12:33:21
 33.8¡æ, 62.5%RH,2020-02-04 12:33:26
 33.8¡æ, 62.5%RH,2020-02-04 12:33:31
 33.8¡æ, 62.5%RH,2020-02-04 12:33:36
 33.8¡æ, 62.5%RH,2020-02-04 12:33:41
 33.8¡æ, 62.5%RH,2020-02-04 12:33:46
 33.8¡æ, 62.5%RH,2020-02-04 12:33:51
 33.8¡æ, 62.5%RH,2020-02-04 12:33:56
 33.8¡æ, 62.5%RH,2020-02-04 12:34:01
 33.8¡æ, 62.5%RH,2020-02-04 12:34:06
 33.8¡æ, 62.5%RH,2020-02-04 12:34:11
 33.8¡æ, 62.5%RH,2020-02-04 12:34:16
 33.8¡æ, 62.5%RH,2020-02-04 12:34:21
 33.8¡æ, 62.5%RH,2020-02-04 12:34:26
 33.8¡æ, 62.5%RH,2020-02-04 12:34:31
 33.8¡æ, 62.5%RH,2020-02-04 12:34:36
 33.8¡æ, 62.5%RH,2020-02-04 12:34:41
 33.8¡æ, 62.4%RH,2020-02-04 12:34:46
 33.8¡æ, 62.4%RH,2020-02-04 12:34:51
 33.8¡æ, 62.4%RH,2020-02-04 12:34:56
 33.8¡æ, 62.4%RH,2020-02-04 12:35:01
 33.8¡æ, 62.4%RH,2020-02-04 12:35:06
 33.8¡æ, 62.4%RH,2020-02-04 12:35:11
 33.8¡æ, 62.4%RH,2020-02-04 12:35:16
 33.8¡æ, 62.4%RH,2020-02-04 12:35:21
 33.8¡æ, 62.4%RH,2020-02-04 12:35:26
 33.8¡æ, 62.4%RH,2020-02-04 12:35:31
 33.8¡æ, 62.4%RH,2020-02-04 12:35:36
 33.8¡æ, 62.4%RH,2020-02-04 12:35:41
 33.8¡æ, 62.4%RH,2020-02-04 12:35:46
 33.8¡æ, 62.4%RH,2020-02-04 12:35:51
 33.8¡æ, 62.4%RH,2020-02-04 12:35:56
 33.8¡æ, 62.4%RH,2020-02-04 12:36:01
 33.8¡æ, 62.4%RH,2020-02-04 12:36:06
 33.8¡æ, 62.4%RH,2020-02-04 12:36:11
 33.8¡æ, 62.4%RH,2020-02-04 12:36:16
 33.8¡æ, 62.4%RH,2020-02-04 12:36:21
 33.8¡æ, 62.3%RH,2020-02-04 12:36:26
 33.8¡æ, 62.3%RH,2020-02-04 12:36:31
 33.8¡æ, 62.3%RH,2020-02-04 12:36:36
 33.8¡æ, 62.3%RH,2020-02-04 12:36:41
 33.8¡æ, 62.3%RH,2020-02-04 12:36:46
 33.8¡æ, 62.3%RH,2020-02-04 12:36:51
 33.8¡æ, 62.3%RH,2020-02-04 12:36:56
 33.8¡æ, 62.3%RH,2020-02-04 12:37:01
 33.9¡æ, 62.3%RH,2020-02-04 12:37:06
 33.9¡æ, 62.3%RH,2020-02-04 12:37:11
 33.9¡æ, 62.3%RH,2020-02-04 12:37:16
 33.9¡æ, 62.2%RH,2020-02-04 12:37:21
 33.9¡æ, 62.2%RH,2020-02-04 12:37:26
 33.9¡æ, 62.2%RH,2020-02-04 12:37:31
 33.9¡æ, 62.2%RH,2020-02-04 12:37:36
 33.9¡æ, 62.2%RH,2020-02-04 12:37:41
 33.9¡æ, 62.2%RH,2020-02-04 12:37:46
 33.9¡æ, 62.2%RH,2020-02-04 12:37:51
 33.9¡æ, 62.1%RH,2020-02-04 12:37:56
 33.9¡æ, 62.1%RH,2020-02-04 12:38:01
 33.9¡æ, 62.1%RH,2020-02-04 12:38:06
 33.9¡æ, 62.1%RH,2020-02-04 12:38:11
 33.9¡æ, 62.1%RH,2020-02-04 12:38:16
 33.9¡æ, 62.1%RH,2020-02-04 12:38:21
 33.9¡æ, 62.1%RH,2020-02-04 12:38:26
 33.9¡æ, 62.1%RH,2020-02-04 12:38:31
 33.9¡æ, 62.1%RH,2020-02-04 12:38:36
 33.9¡æ, 62.0%RH,2020-02-04 12:38:41
 33.9¡æ, 62.0%RH,2020-02-04 12:38:46
 33.9¡æ, 62.0%RH,2020-02-04 12:38:51
 33.9¡æ, 62.0%RH,2020-02-04 12:38:56
