ID,SHOW,STATE,TIME
"1" ,"0" ,"NOMAL" ,"2023/05/05 20:32:31" 
"2" ,"0" ,"NOMAL" ,"2023/05/05 20:33:02" 
"3" ,"0" ,"NOMAL" ,"2023/05/05 20:33:33" 
"4" ,"0" ,"NOMAL" ,"2023/05/05 20:34:04" 
"5" ,"0" ,"NOMAL" ,"2023/05/05 20:34:35" 
"6" ,"0" ,"NOMAL" ,"2023/05/05 20:35:06" 
"7" ,"0" ,"NOMAL" ,"2023/05/05 20:35:37" 
"8" ,"0" ,"NOMAL" ,"2023/05/05 20:36:08" 
"9" ,"0" ,"NOMAL" ,"2023/05/05 20:36:39" 
"10" ,"0" ,"NOMAL" ,"2023/05/05 20:37:10" 
"11" ,"0" ,"NOMAL" ,"2023/05/05 20:37:41" 
"12" ,"0" ,"NOMAL" ,"2023/05/05 20:38:12" 
"13" ,"0" ,"NOMAL" ,"2023/05/05 20:38:43" 
"14" ,"0" ,"NOMAL" ,"2023/05/05 20:39:14" 
"15" ,"0" ,"NOMAL" ,"2023/05/05 20:39:45" 
"16" ,"0" ,"NOMAL" ,"2023/05/05 20:40:16" 
"17" ,"0" ,"NOMAL" ,"2023/05/05 20:40:47" 
"18" ,"0" ,"NOMAL" ,"2023/05/05 20:41:18" 
"19" ,"0" ,"NOMAL" ,"2023/05/05 20:41:49" 
"20" ,"0" ,"NOMAL" ,"2023/05/05 20:42:20" 
"21" ,"0" ,"NOMAL" ,"2023/05/05 20:42:51" 
"22" ,"0" ,"NOMAL" ,"2023/05/05 20:43:22" 
"23" ,"0" ,"NOMAL" ,"2023/05/05 20:43:53" 
"24" ,"0" ,"NOMAL" ,"2023/05/05 20:44:24" 
"25" ,"0" ,"NOMAL" ,"2023/05/05 20:44:55" 
"26" ,"0" ,"NOMAL" ,"2023/05/05 20:45:26" 
"27" ,"0" ,"NOMAL" ,"2023/05/05 20:45:57" 
"28" ,"0" ,"NOMAL" ,"2023/05/05 20:46:28" 
"29" ,"0" ,"NOMAL" ,"2023/05/05 20:46:59" 
"30" ,"0" ,"NOMAL" ,"2023/05/05 20:47:30" 
"31" ,"0" ,"NOMAL" ,"2023/05/05 20:48:01" 
"32" ,"0" ,"NOMAL" ,"2023/05/05 20:48:32" 
"33" ,"0" ,"NOMAL" ,"2023/05/05 20:49:03" 
"34" ,"0" ,"NOMAL" ,"2023/05/05 20:49:34" 
"35" ,"0" ,"NOMAL" ,"2023/05/05 20:50:05" 
"36" ,"0" ,"NOMAL" ,"2023/05/05 20:50:36" 
"37" ,"0" ,"NOMAL" ,"2023/05/05 20:51:07" 
"38" ,"0" ,"NOMAL" ,"2023/05/05 20:51:38" 
"39" ,"0" ,"NOMAL" ,"2023/05/05 20:52:09" 
"40" ,"0" ,"NOMAL" ,"2023/05/05 20:52:40" 
"41" ,"0" ,"NOMAL" ,"2023/05/05 20:53:11" 
"42" ,"0" ,"NOMAL" ,"2023/05/05 20:53:42" 
"43" ,"0" ,"NOMAL" ,"2023/05/05 20:54:13" 
"44" ,"0" ,"NOMAL" ,"2023/05/05 20:54:44" 
"45" ,"0" ,"NOMAL" ,"2023/05/05 20:55:15" 
"46" ,"0" ,"NOMAL" ,"2023/05/05 20:55:46" 
"47" ,"0" ,"NOMAL" ,"2023/05/05 20:56:17" 
"48" ,"0" ,"NOMAL" ,"2023/05/05 20:56:48" 
"49" ,"0" ,"NOMAL" ,"2023/05/05 20:57:19" 
"50" ,"0" ,"NOMAL" ,"2023/05/05 20:57:50" 
"51" ,"0" ,"NOMAL" ,"2023/05/05 20:58:21" 
"52" ,"0" ,"NOMAL" ,"2023/05/05 20:58:52" 
"53" ,"0" ,"NOMAL" ,"2023/05/05 20:59:23" 
"54" ,"0" ,"NOMAL" ,"2023/05/05 20:59:54" 
"55" ,"0" ,"NOMAL" ,"2023/05/05 21:00:25" 
"56" ,"0" ,"NOMAL" ,"2023/05/05 21:00:56" 
"57" ,"0" ,"NOMAL" ,"2023/05/05 21:01:27" 
"58" ,"0" ,"NOMAL" ,"2023/05/05 21:01:58" 
"59" ,"0" ,"NOMAL" ,"2023/05/05 21:02:29" 
"60" ,"0" ,"NOMAL" ,"2023/05/05 21:03:00" 
"61" ,"0" ,"NOMAL" ,"2023/05/05 21:03:31" 
"62" ,"0" ,"NOMAL" ,"2023/05/05 21:04:02" 
"63" ,"0" ,"NOMAL" ,"2023/05/05 21:04:33" 
"64" ,"0" ,"NOMAL" ,"2023/05/05 21:05:04" 
"65" ,"0" ,"NOMAL" ,"2023/05/05 21:05:35" 
"66" ,"0" ,"NOMAL" ,"2023/05/05 21:06:06" 
"67" ,"0" ,"NOMAL" ,"2023/05/05 21:06:37" 
"68" ,"0" ,"NOMAL" ,"2023/05/05 21:07:08" 
"69" ,"0" ,"NOMAL" ,"2023/05/05 21:07:39" 
"70" ,"0" ,"NOMAL" ,"2023/05/05 21:08:10" 
"71" ,"0" ,"NOMAL" ,"2023/05/05 21:08:41" 
"72" ,"0" ,"NOMAL" ,"2023/05/05 21:09:12" 
"73" ,"0" ,"NOMAL" ,"2023/05/05 21:09:43" 
"74" ,"0" ,"NOMAL" ,"2023/05/05 21:10:14" 
