created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2023-05-03T23:53:49+00:00,1,27.74,73.49,5422.00,2638.00,4816.00,3322.00,0,1,,,,
2023-05-03T23:54:18+00:00,2,27.76,73.20,5352.00,2609.00,4902.00,3282.00,0,1,,,,
2023-05-03T23:54:47+00:00,3,27.77,74.07,5242.00,2471.00,4874.00,3231.00,0,1,,,,
2023-05-03T23:55:17+00:00,4,27.72,75.01,5176.00,2640.00,4912.00,3206.00,0,1,,,,
2023-05-03T23:55:47+00:00,5,27.73,74.25,5177.00,2600.00,5048.00,3176.00,0,1,,,,
2023-05-03T23:56:16+00:00,6,27.73,73.80,5125.00,2544.00,5091.00,3142.00,0,1,,,,
2023-05-03T23:57:21+00:00,7,27.72,74.71,5036.00,2459.00,5219.00,3131.00,0,1,,,,
2023-05-03T23:57:51+00:00,8,27.72,74.60,5082.00,2490.00,5260.00,3173.00,0,1,,,,
2023-05-04T00:00:48+00:00,9,27.58,76.38,4929.00,2327.00,5395.00,3120.00,0,1,,,,
2023-05-04T00:01:23+00:00,10,27.58,75.66,4894.00,2320.00,5419.00,3117.00,0,1,,,,
2023-05-04T00:03:13+00:00,11,27.67,75.16,4896.00,2354.00,5329.00,3114.00,0,1,,,,
2023-05-04T00:05:12+00:00,12,27.61,76.23,4816.00,2324.00,5188.00,2967.00,0,1,,,,
2023-05-04T00:06:14+00:00,13,27.62,76.29,4827.00,2340.00,5268.00,2970.00,0,1,,,,
2023-05-04T00:08:31+00:00,14,27.73,75.46,4782.00,2303.00,5344.00,3016.00,0,1,,,,
2023-05-04T00:11:42+00:00,15,27.88,74.80,4734.00,2307.00,5389.00,3094.00,0,1,,,,
2023-05-04T00:12:02+00:00,16,27.86,75.24,4756.00,2319.00,5422.00,3033.00,0,1,,,,
2023-05-04T00:13:33+00:00,17,27.90,75.39,4701.00,2301.00,5441.00,3053.00,0,1,,,,
2023-05-04T00:17:40+00:00,18,27.81,75.73,4678.00,2277.00,5387.00,3107.00,0,1,,,,
2023-05-04T00:19:18+00:00,19,27.89,75.63,4671.00,2292.00,5170.00,2951.00,0,1,,,,
2023-05-04T00:19:47+00:00,20,27.93,75.81,4698.00,2312.00,5156.00,2904.00,0,1,,,,
2023-05-04T00:20:16+00:00,21,27.95,75.11,4695.00,2305.00,5194.00,2953.00,0,1,,,,
2023-05-04T00:20:45+00:00,22,27.91,75.12,4692.00,2293.00,5227.00,2945.00,0,1,,,,
2023-05-04T00:21:14+00:00,23,27.87,75.08,4673.00,2288.00,5246.00,2927.00,0,1,,,,
2023-05-04T00:21:43+00:00,24,27.92,74.90,4672.00,2301.00,5243.00,2923.00,0,1,,,,
2023-05-04T00:22:12+00:00,25,27.96,74.64,4658.00,2304.00,5233.00,2926.00,0,1,,,,
2023-05-04T00:22:41+00:00,26,27.91,74.77,4607.00,2280.00,5227.00,2927.00,0,1,,,,
2023-05-04T00:23:10+00:00,27,27.92,74.55,4640.00,2265.00,5234.00,2922.00,0,1,,,,
2023-05-04T00:23:40+00:00,28,27.93,74.35,4608.00,2260.00,5230.00,2918.00,0,1,,,,
2023-05-04T00:24:09+00:00,29,27.92,74.86,4628.00,2232.00,5240.00,2918.00,0,1,,,,
2023-05-04T00:25:12+00:00,30,27.86,75.17,4640.00,2249.00,5235.00,2927.00,0,1,,,,
2023-05-04T00:25:41+00:00,31,27.84,75.29,4629.00,2257.00,5242.00,2913.00,0,1,,,,
2023-05-04T00:26:10+00:00,32,27.83,75.25,4622.00,2263.00,5243.00,2913.00,0,1,,,,
2023-05-04T00:26:39+00:00,33,27.80,75.42,4602.00,2252.00,5235.00,2925.00,0,1,,,,
2023-05-04T00:27:08+00:00,34,27.88,75.22,4641.00,2257.00,5225.00,2932.00,0,1,,,,
2023-05-04T00:27:37+00:00,35,27.94,75.26,4634.00,2260.00,5213.00,2936.00,0,1,,,,
2023-05-04T00:28:06+00:00,36,27.97,74.88,4601.00,2268.00,5224.00,2942.00,0,1,,,,
2023-05-04T00:29:09+00:00,37,27.99,74.51,4587.00,2247.00,5217.00,2941.00,0,1,,,,
2023-05-04T00:29:38+00:00,38,27.99,74.34,4586.00,2242.00,5208.00,2944.00,0,1,,,,
2023-05-04T00:30:07+00:00,39,27.97,74.72,4575.00,2230.00,5209.00,2931.00,0,1,,,,
2023-05-04T00:30:36+00:00,40,27.96,74.60,4553.00,2223.00,5221.00,2941.00,0,1,,,,
2023-05-04T00:31:05+00:00,41,27.90,74.79,4541.00,2220.00,5220.00,2931.00,0,1,,,,
2023-05-04T00:31:34+00:00,42,27.89,74.79,4556.00,2218.00,5198.00,2925.00,0,1,,,,
2023-05-04T00:32:03+00:00,43,27.82,75.08,4550.00,2229.00,5205.00,2939.00,0,1,,,,
2023-05-04T00:32:32+00:00,44,27.84,75.04,4594.00,2234.00,5201.00,2947.00,0,1,,,,
2023-05-04T00:33:01+00:00,45,27.84,75.16,4581.00,2251.00,5202.00,2925.00,0,1,,,,
2023-05-04T00:33:30+00:00,46,27.85,74.90,4571.00,2256.00,5196.00,2944.00,0,1,,,,
2023-05-04T00:34:00+00:00,47,27.82,74.76,4553.00,2270.00,5201.00,2946.00,0,1,,,,
2023-05-04T00:34:29+00:00,48,27.80,74.81,4565.00,2277.00,5206.00,2937.00,0,1,,,,
2023-05-04T00:34:58+00:00,49,27.78,75.08,4500.00,2295.00,5197.00,2946.00,0,1,,,,
