created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2023-06-27T11:54:22+00:00,1,29.06,66.24,9377.00,13646.00,2957.00,6874.00,0,1,,,,
2023-06-27T11:54:51+00:00,2,29.04,66.40,13921.00,14759.00,2973.00,5185.00,0,1,,,,
2023-06-27T11:55:21+00:00,3,28.98,66.54,15017.00,14676.00,3097.00,4286.00,0,0,,,,
2023-06-27T11:55:51+00:00,4,28.92,66.92,15009.00,14435.00,3204.00,3888.00,0,0,,,,
2023-06-27T11:56:21+00:00,5,28.85,67.19,14793.00,14087.00,3257.00,3700.00,0,0,,,,
2023-06-27T11:56:50+00:00,6,28.80,67.25,14423.00,13601.00,3262.00,3558.00,0,1,,,,
2023-06-27T11:57:19+00:00,7,28.74,67.40,14068.00,13205.00,3263.00,3468.00,0,1,,,,
2023-06-27T11:57:48+00:00,8,28.71,67.77,13626.00,12751.00,3220.00,3355.00,0,1,,,,
2023-06-27T11:58:17+00:00,9,28.68,67.86,13153.00,12421.00,3199.00,3315.00,0,1,,,,
2023-06-27T11:58:46+00:00,10,28.65,68.13,12810.00,12159.00,3144.00,3303.00,0,1,,,,
2023-06-27T11:59:15+00:00,11,28.61,68.25,12328.00,11723.00,3155.00,3273.00,0,1,,,,
2023-06-27T12:00:18+00:00,12,28.52,68.82,11515.00,11027.00,3365.00,3416.00,0,1,,,,
2023-06-27T12:00:48+00:00,13,28.47,69.03,11195.00,10734.00,3409.00,3442.00,0,1,,,,
2023-06-27T12:01:17+00:00,14,28.46,69.10,10799.00,10510.00,3429.00,3455.00,0,1,,,,
2023-06-27T12:01:46+00:00,15,28.44,69.02,10270.00,10272.00,3450.00,3463.00,0,1,,,,
2023-06-27T12:02:15+00:00,16,28.39,69.33,9942.00,9974.00,3422.00,3426.00,0,1,,,,
2023-06-27T12:02:44+00:00,17,28.37,69.32,9623.00,9736.00,3354.00,3355.00,0,1,,,,
2023-06-27T12:03:13+00:00,18,28.36,69.58,9586.00,9817.00,3535.00,3587.00,0,1,,,,
2023-06-27T12:03:44+00:00,19,28.32,69.81,9201.00,9484.00,3410.00,3520.00,0,1,,,,
2023-06-27T12:04:14+00:00,20,28.31,69.97,8993.00,9287.00,3449.00,3522.00,0,1,,,,
2023-06-27T12:04:45+00:00,21,28.28,70.21,9005.00,9280.00,3784.00,3861.00,0,1,,,,
2023-06-27T12:05:16+00:00,22,28.27,70.34,8767.00,9125.00,3623.00,3677.00,0,1,,,,
2023-06-27T12:05:46+00:00,23,28.24,70.49,8558.00,9005.00,3543.00,3609.00,0,1,,,,
2023-06-27T12:06:15+00:00,24,28.24,70.69,8345.00,8827.00,3431.00,3501.00,0,1,,,,
2023-06-27T12:07:19+00:00,25,28.21,70.72,7973.00,8514.00,3370.00,3452.00,0,1,,,,
