created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2023-05-02T22:52:03+00:00,1,28.20,77.51,4155.00,1666.00,6674.00,1206.00,0,1,,,,
2023-05-02T22:52:32+00:00,2,28.31,77.32,5476.00,2650.00,3531.00,2142.00,0,1,,,,
2023-05-02T22:53:01+00:00,3,28.39,77.05,5399.00,2432.00,1774.00,2189.00,0,1,,,,
2023-05-02T22:53:30+00:00,4,28.48,76.75,5239.00,2698.00,1722.00,2146.00,0,1,,,,
2023-05-02T22:53:59+00:00,5,28.58,76.45,5161.00,2529.00,1857.00,2080.00,0,1,,,,
2023-05-02T22:54:28+00:00,6,28.67,75.94,5099.00,2329.00,2016.00,2022.00,0,1,,,,
2023-05-02T22:54:57+00:00,7,28.76,75.62,4901.00,2293.00,2191.00,1918.00,0,1,,,,
2023-05-02T22:55:26+00:00,8,28.83,75.20,4791.00,2199.00,2330.00,1853.00,0,1,,,,
2023-05-02T22:55:55+00:00,9,28.91,74.95,4820.00,2198.00,2429.00,1852.00,0,1,,,,
2023-05-02T22:56:24+00:00,10,28.99,74.57,4790.00,2115.00,2513.00,1825.00,0,1,,,,
2023-05-02T22:56:53+00:00,11,29.09,74.24,4749.00,2115.00,2580.00,1801.00,0,1,,,,
2023-05-02T22:57:22+00:00,12,29.16,73.88,4732.00,1898.00,2643.00,1785.00,0,1,,,,
2023-05-02T22:57:51+00:00,13,29.25,73.58,4662.00,1864.00,2708.00,1749.00,0,1,,,,
2023-05-02T22:58:20+00:00,14,29.34,73.29,4656.00,1980.00,2752.00,1750.00,0,1,,,,
2023-05-02T22:58:49+00:00,15,29.43,72.96,4635.00,1946.00,2796.00,1735.00,0,1,,,,
2023-05-02T22:59:18+00:00,16,29.51,72.63,4570.00,1815.00,2838.00,1704.00,0,1,,,,
2023-05-02T22:59:48+00:00,17,29.59,72.37,4565.00,1778.00,2886.00,1698.00,0,1,,,,
2023-05-02T23:00:17+00:00,18,29.67,72.10,4554.00,1885.00,2907.00,1693.00,0,1,,,,
2023-05-02T23:01:20+00:00,19,29.83,71.44,4496.00,1886.00,2959.00,1665.00,0,1,,,,
2023-05-02T23:01:49+00:00,20,29.89,71.08,4455.00,1856.00,3002.00,1650.00,0,1,,,,
2023-05-02T23:02:18+00:00,21,29.98,70.87,4468.00,1783.00,3000.00,1656.00,0,1,,,,
2023-05-02T23:02:48+00:00,22,30.08,70.46,4436.00,1792.00,3010.00,1645.00,0,1,,,,
2023-05-02T23:03:18+00:00,23,30.16,70.25,4383.00,1656.00,3007.00,1620.00,0,1,,,,
2023-05-02T23:03:48+00:00,24,30.22,69.98,4333.00,1723.00,3066.00,1603.00,0,1,,,,
2023-05-02T23:04:51+00:00,25,30.31,69.59,4326.00,1576.00,3029.00,1601.00,0,1,,,,
2023-05-02T23:05:20+00:00,26,30.39,69.44,4358.00,1550.00,3012.00,1612.00,0,1,,,,
2023-05-02T23:05:49+00:00,27,30.46,69.14,4312.00,1532.00,3079.00,1596.00,0,1,,,,
2023-05-02T23:06:18+00:00,28,30.49,68.92,4373.00,1546.00,3052.00,1620.00,0,1,,,,
2023-05-02T23:06:47+00:00,29,30.56,68.80,4329.00,1532.00,3072.00,1604.00,0,1,,,,
2023-05-02T23:07:16+00:00,30,30.61,68.64,4299.00,1528.00,3079.00,1594.00,0,1,,,,
2023-05-02T23:07:45+00:00,31,30.61,68.43,4273.00,1525.00,3090.00,1588.00,0,1,,,,
2023-05-02T23:08:16+00:00,32,30.64,68.39,4268.00,1522.00,3092.00,1585.00,0,1,,,,
2023-05-02T23:08:46+00:00,33,30.75,68.15,4242.00,1519.00,3093.00,1573.00,0,1,,,,
2023-05-02T23:09:16+00:00,34,30.75,67.85,4230.00,1511.00,3117.00,1549.00,0,1,,,,
2023-05-02T23:09:45+00:00,35,30.82,67.79,4164.00,1541.00,3127.00,1543.00,0,1,,,,
2023-05-02T23:10:16+00:00,36,30.82,67.70,4188.00,1596.00,3123.00,1574.00,0,1,,,,
2023-05-02T23:10:45+00:00,37,30.87,67.63,4207.00,1629.00,3100.00,1569.00,0,1,,,,
2023-05-02T23:11:14+00:00,38,30.96,67.42,4260.00,1706.00,3099.00,1568.00,0,1,,,,
2023-05-02T23:11:43+00:00,39,31.04,67.13,4247.00,1734.00,3101.00,1565.00,0,1,,,,
2023-05-02T23:12:12+00:00,40,31.05,66.88,4216.00,1704.00,3103.00,1560.00,0,1,,,,
2023-05-02T23:12:41+00:00,41,31.06,66.82,4212.00,1661.00,3102.00,1553.00,0,1,,,,
2023-05-02T23:13:10+00:00,42,31.06,66.77,4209.00,1702.00,3107.00,1547.00,0,1,,,,
2023-05-02T23:13:39+00:00,43,31.13,66.69,4171.00,1587.00,3115.00,1539.00,0,1,,,,
2023-05-02T23:14:08+00:00,44,31.13,66.53,4152.00,1700.00,3119.00,1537.00,0,1,,,,
2023-05-02T23:14:37+00:00,45,31.18,66.54,4146.00,1658.00,3111.00,1531.00,0,1,,,,
2023-05-02T23:15:07+00:00,46,31.21,66.25,4135.00,1709.00,3119.00,1529.00,0,1,,,,
2023-05-02T23:15:37+00:00,47,31.22,66.25,4122.00,1732.00,3118.00,1527.00,0,1,,,,
2023-05-02T23:16:06+00:00,48,31.23,66.21,4096.00,1735.00,3129.00,1520.00,0,1,,,,
2023-05-02T23:16:35+00:00,49,31.28,66.07,4008.00,1663.00,3130.00,1499.00,0,1,,,,
2023-05-02T23:17:04+00:00,50,31.29,65.87,4061.00,1725.00,3161.00,1507.00,0,1,,,,
2023-05-02T23:17:33+00:00,51,31.38,65.85,4061.00,1720.00,3120.00,1515.00,0,1,,,,
2023-05-02T23:18:02+00:00,52,31.37,65.54,4062.00,1623.00,3115.00,1509.00,0,1,,,,
2023-05-02T23:18:31+00:00,53,31.40,65.53,4059.00,1634.00,3118.00,1507.00,0,1,,,,
2023-05-02T23:19:00+00:00,54,31.45,65.48,4049.00,1646.00,3124.00,1500.00,0,1,,,,
2023-05-02T23:19:29+00:00,55,31.48,65.32,4043.00,1655.00,3127.00,1502.00,0,1,,,,
2023-05-02T23:19:58+00:00,56,31.48,65.26,4039.00,1626.00,3142.00,1497.00,0,1,,,,
2023-05-02T23:20:28+00:00,57,31.48,65.17,4025.00,1649.00,3140.00,1489.00,0,1,,,,
2023-05-02T23:20:57+00:00,58,31.49,65.15,4031.00,1570.00,3144.00,1491.00,0,1,,,,
2023-05-02T23:21:26+00:00,59,31.50,65.11,4021.00,1529.00,3140.00,1493.00,0,1,,,,
2023-05-02T23:21:55+00:00,60,31.55,65.01,4009.00,1556.00,3146.00,1488.00,0,1,,,,
2023-05-02T23:22:24+00:00,61,31.53,64.96,3991.00,1557.00,3146.00,1484.00,0,1,,,,
2023-05-02T23:22:53+00:00,62,31.60,64.91,3967.00,1579.00,3146.00,1477.00,0,1,,,,
2023-05-02T23:23:22+00:00,63,31.59,64.90,3991.00,1582.00,3156.00,1487.00,0,1,,,,
2023-05-02T23:23:51+00:00,64,31.63,64.82,3990.00,1551.00,3151.00,1489.00,0,1,,,,
2023-05-02T23:24:20+00:00,65,31.61,64.77,3957.00,1609.00,3145.00,1484.00,0,1,,,,
2023-05-02T23:24:50+00:00,66,31.63,64.67,3947.00,1524.00,3154.00,1482.00,0,1,,,,
2023-05-02T23:25:19+00:00,67,31.66,64.70,3938.00,1609.00,3151.00,1477.00,0,1,,,,
2023-05-02T23:25:48+00:00,68,31.65,64.68,3908.00,1639.00,3153.00,1469.00,0,1,,,,
2023-05-02T23:26:17+00:00,69,31.68,64.56,3872.00,1613.00,3156.00,1462.00,0,1,,,,
2023-05-02T23:26:46+00:00,70,31.68,64.49,3867.00,1618.00,3158.00,1459.00,0,1,,,,
