ID,SHOW,STATE,TIME
"1" ,"0" ,"NOMAL" ,"2023/05/07 03:06:16" 
"2" ,"0" ,"NOMAL" ,"2023/05/07 03:06:47" 
"3" ,"0" ,"NOMAL" ,"2023/05/07 03:07:18" 
"4" ,"0" ,"NOMAL" ,"2023/05/07 03:07:49" 
"5" ,"0" ,"NOMAL" ,"2023/05/07 03:08:20" 
"6" ,"0" ,"NOMAL" ,"2023/05/07 03:08:51" 
"7" ,"0" ,"NOMAL" ,"2023/05/07 03:09:22" 
"8" ,"0" ,"NOMAL" ,"2023/05/07 03:09:53" 
"9" ,"0" ,"NOMAL" ,"2023/05/07 03:10:24" 
"10" ,"0" ,"NOMAL" ,"2023/05/07 03:10:55" 
"11" ,"0" ,"NOMAL" ,"2023/05/07 03:11:26" 
"12" ,"0" ,"NOMAL" ,"2023/05/07 03:11:57" 
"13" ,"0" ,"NOMAL" ,"2023/05/07 03:12:28" 
"14" ,"0" ,"NOMAL" ,"2023/05/07 03:12:59" 
"15" ,"0" ,"NOMAL" ,"2023/05/07 03:13:30" 
"16" ,"0" ,"NOMAL" ,"2023/05/07 03:14:01" 
"17" ,"0" ,"NOMAL" ,"2023/05/07 03:14:32" 
"18" ,"0" ,"NOMAL" ,"2023/05/07 03:15:03" 
"19" ,"0" ,"INV" ,"2023/05/07 03:15:34" 
"20" ,"0" ,"INV" ,"2023/05/07 03:16:05" 
"21" ,"66" ,"LOW ALARM" ,"2023/05/07 03:16:36" 
"22" ,"0" ,"INV" ,"2023/05/07 03:17:07" 
"23" ,"0" ,"NOMAL" ,"2023/05/07 03:17:39" 
"24" ,"239" ,"HIGH ALARM" ,"2023/05/07 03:18:10" 
"25" ,"16" ,"NOMAL" ,"2023/05/07 03:18:41" 
"26" ,"0" ,"INV" ,"2023/05/07 03:19:12" 
"27" ,"0" ,"NOMAL" ,"2023/05/07 03:19:43" 
"28" ,"0" ,"INV" ,"2023/05/07 03:20:14" 
"29" ,"0" ,"INV" ,"2023/05/07 03:20:45" 
"30" ,"0" ,"INV" ,"2023/05/07 03:21:16" 
"31" ,"0" ,"INV" ,"2023/05/07 03:21:47" 
"32" ,"0" ,"INV" ,"2023/05/07 03:22:18" 
"33" ,"0" ,"INV" ,"2023/05/07 03:22:49" 
"34" ,"0" ,"INV" ,"2023/05/07 03:23:20" 
"35" ,"0" ,"INV" ,"2023/05/07 03:23:51" 
"36" ,"0" ,"INV" ,"2023/05/07 03:24:22" 
"37" ,"0" ,"INV" ,"2023/05/07 03:24:53" 
"38" ,"0" ,"INV" ,"2023/05/07 03:25:24" 
"39" ,"0" ,"INV" ,"2023/05/07 03:25:55" 
"40" ,"0" ,"INV" ,"2023/05/07 03:26:26" 
"41" ,"0" ,"INV" ,"2023/05/07 03:26:57" 
"42" ,"0" ,"INV" ,"2023/05/07 03:27:28" 
"43" ,"0" ,"INV" ,"2023/05/07 03:27:59" 
"44" ,"0" ,"INV" ,"2023/05/07 03:28:30" 
"45" ,"0" ,"INV" ,"2023/05/07 03:29:01" 
"46" ,"0" ,"INV" ,"2023/05/07 03:29:32" 
"47" ,"46" ,"NOMAL" ,"2023/05/07 03:30:03" 
"48" ,"0" ,"NOMAL" ,"2023/05/07 03:30:34" 
"49" ,"0" ,"INV" ,"2023/05/07 03:31:05" 
"50" ,"0" ,"INV" ,"2023/05/07 03:31:36" 
"51" ,"0" ,"INV" ,"2023/05/07 03:32:07" 
"52" ,"0" ,"INV" ,"2023/05/07 03:32:38" 
"53" ,"0" ,"INV" ,"2023/05/07 03:33:09" 
"54" ,"0" ,"INV" ,"2023/05/07 03:33:40" 
"55" ,"0" ,"INV" ,"2023/05/07 03:34:11" 
"56" ,"0" ,"INV" ,"2023/05/07 03:34:42" 
"57" ,"0" ,"INV" ,"2023/05/07 03:35:13" 
"58" ,"0" ,"INV" ,"2023/05/07 03:35:44" 
"59" ,"0" ,"INV" ,"2023/05/07 03:36:15" 
"60" ,"0" ,"INV" ,"2023/05/07 03:36:46" 
"61" ,"0" ,"INV" ,"2023/05/07 03:37:17" 
"62" ,"0" ,"INV" ,"2023/05/07 03:37:48" 
"63" ,"0" ,"INV" ,"2023/05/07 03:38:19" 
"64" ,"0" ,"INV" ,"2023/05/07 03:38:50" 
"65" ,"0" ,"INV" ,"2023/05/07 03:39:21" 
"66" ,"0" ,"INV" ,"2023/05/07 03:39:52" 
"67" ,"7" ,"NOMAL" ,"2023/05/07 03:40:23" 
"68" ,"0" ,"INV" ,"2023/05/07 03:40:54" 
"69" ,"0" ,"INV" ,"2023/05/07 03:41:25" 
"70" ,"0" ,"INV" ,"2023/05/07 03:41:56" 
"71" ,"0" ,"INV" ,"2023/05/07 03:42:27" 
"72" ,"0" ,"INV" ,"2023/05/07 03:42:58" 
"73" ,"0" ,"INV" ,"2023/05/07 03:43:29" 
"74" ,"0" ,"INV" ,"2023/05/07 03:44:00" 
"75" ,"0" ,"INV" ,"2023/05/07 03:44:31" 
"76" ,"0" ,"INV" ,"2023/05/07 03:45:02" 
"77" ,"0" ,"INV" ,"2023/05/07 03:45:33" 
"78" ,"0" ,"INV" ,"2023/05/07 03:46:04" 
"79" ,"0" ,"INV" ,"2023/05/07 03:46:35" 
"80" ,"0" ,"INV" ,"2023/05/07 03:47:06" 
"81" ,"0" ,"INV" ,"2023/05/07 03:47:37" 
"82" ,"0" ,"INV" ,"2023/05/07 03:48:08" 
"83" ,"0" ,"INV" ,"2023/05/07 03:48:39" 
"84" ,"0" ,"INV" ,"2023/05/07 03:49:10" 
"85" ,"0" ,"INV" ,"2023/05/07 03:49:41" 
"86" ,"0" ,"INV" ,"2023/05/07 03:50:12" 
"87" ,"0" ,"INV" ,"2023/05/07 03:50:43" 
"88" ,"0" ,"INV" ,"2023/05/07 03:51:14" 
"89" ,"0" ,"INV" ,"2023/05/07 03:51:45" 
