ID,SHOW,STATE,TIME
"1467" ,"654" ,"NOMAL" ,"2023/05/07 03:06:16" 
"1468" ,"646" ,"NOMAL" ,"2023/05/07 03:06:47" 
"1469" ,"639" ,"NOMAL" ,"2023/05/07 03:07:18" 
"1470" ,"637" ,"NOMAL" ,"2023/05/07 03:07:49" 
"1471" ,"637" ,"NOMAL" ,"2023/05/07 03:08:20" 
"1472" ,"633" ,"NOMAL" ,"2023/05/07 03:08:51" 
"1473" ,"635" ,"NOMAL" ,"2023/05/07 03:09:22" 
"1474" ,"633" ,"NOMAL" ,"2023/05/07 03:09:53" 
"1475" ,"635" ,"NOMAL" ,"2023/05/07 03:10:24" 
"1476" ,"631" ,"NOMAL" ,"2023/05/07 03:10:55" 
"1477" ,"632" ,"NOMAL" ,"2023/05/07 03:11:26" 
"1478" ,"631" ,"NOMAL" ,"2023/05/07 03:11:57" 
"1479" ,"633" ,"NOMAL" ,"2023/05/07 03:12:28" 
"1480" ,"632" ,"NOMAL" ,"2023/05/07 03:12:59" 
"1481" ,"629" ,"NOMAL" ,"2023/05/07 03:13:30" 
"1482" ,"632" ,"NOMAL" ,"2023/05/07 03:14:01" 
"1483" ,"631" ,"NOMAL" ,"2023/05/07 03:14:32" 
"1484" ,"629" ,"NOMAL" ,"2023/05/07 03:15:03" 
"1485" ,"628" ,"NOMAL" ,"2023/05/07 03:15:34" 
"1486" ,"627" ,"NOMAL" ,"2023/05/07 03:16:05" 
"1487" ,"630" ,"NOMAL" ,"2023/05/07 03:16:36" 
"1488" ,"634" ,"NOMAL" ,"2023/05/07 03:17:07" 
"1489" ,"636" ,"NOMAL" ,"2023/05/07 03:17:39" 
"1490" ,"634" ,"NOMAL" ,"2023/05/07 03:18:10" 
"1491" ,"635" ,"NOMAL" ,"2023/05/07 03:18:41" 
"1492" ,"634" ,"NOMAL" ,"2023/05/07 03:19:12" 
"1493" ,"634" ,"NOMAL" ,"2023/05/07 03:19:43" 
"1494" ,"632" ,"NOMAL" ,"2023/05/07 03:20:14" 
"1495" ,"635" ,"NOMAL" ,"2023/05/07 03:20:45" 
"1496" ,"635" ,"NOMAL" ,"2023/05/07 03:21:16" 
"1497" ,"635" ,"NOMAL" ,"2023/05/07 03:21:47" 
"1498" ,"637" ,"NOMAL" ,"2023/05/07 03:22:18" 
"1499" ,"636" ,"NOMAL" ,"2023/05/07 03:22:49" 
"1500" ,"638" ,"NOMAL" ,"2023/05/07 03:23:20" 
"1501" ,"637" ,"NOMAL" ,"2023/05/07 03:23:51" 
"1502" ,"636" ,"NOMAL" ,"2023/05/07 03:24:22" 
"1503" ,"636" ,"NOMAL" ,"2023/05/07 03:24:53" 
"1504" ,"632" ,"NOMAL" ,"2023/05/07 03:25:24" 
"1505" ,"634" ,"NOMAL" ,"2023/05/07 03:25:55" 
"1506" ,"633" ,"NOMAL" ,"2023/05/07 03:26:26" 
"1507" ,"637" ,"NOMAL" ,"2023/05/07 03:26:57" 
"1508" ,"633" ,"NOMAL" ,"2023/05/07 03:27:28" 
"1509" ,"632" ,"NOMAL" ,"2023/05/07 03:27:59" 
"1510" ,"632" ,"NOMAL" ,"2023/05/07 03:28:30" 
"1511" ,"632" ,"NOMAL" ,"2023/05/07 03:29:01" 
"1512" ,"631" ,"NOMAL" ,"2023/05/07 03:29:32" 
"1513" ,"631" ,"NOMAL" ,"2023/05/07 03:30:03" 
"1514" ,"632" ,"NOMAL" ,"2023/05/07 03:30:34" 
"1515" ,"632" ,"NOMAL" ,"2023/05/07 03:31:05" 
"1516" ,"634" ,"NOMAL" ,"2023/05/07 03:31:36" 
"1517" ,"632" ,"NOMAL" ,"2023/05/07 03:32:07" 
"1518" ,"632" ,"NOMAL" ,"2023/05/07 03:32:38" 
"1519" ,"634" ,"NOMAL" ,"2023/05/07 03:33:09" 
"1520" ,"632" ,"NOMAL" ,"2023/05/07 03:33:40" 
"1521" ,"633" ,"NOMAL" ,"2023/05/07 03:34:11" 
"1522" ,"629" ,"NOMAL" ,"2023/05/07 03:34:42" 
"1523" ,"632" ,"NOMAL" ,"2023/05/07 03:35:13" 
"1524" ,"631" ,"NOMAL" ,"2023/05/07 03:35:44" 
"1525" ,"631" ,"NOMAL" ,"2023/05/07 03:36:15" 
"1526" ,"629" ,"NOMAL" ,"2023/05/07 03:36:46" 
"1527" ,"629" ,"NOMAL" ,"2023/05/07 03:37:17" 
"1528" ,"629" ,"NOMAL" ,"2023/05/07 03:37:48" 
"1529" ,"628" ,"NOMAL" ,"2023/05/07 03:38:19" 
"1530" ,"629" ,"NOMAL" ,"2023/05/07 03:38:50" 
"1531" ,"627" ,"NOMAL" ,"2023/05/07 03:39:21" 
"1532" ,"631" ,"NOMAL" ,"2023/05/07 03:39:52" 
"1533" ,"628" ,"NOMAL" ,"2023/05/07 03:40:23" 
"1534" ,"629" ,"NOMAL" ,"2023/05/07 03:40:54" 
