PM2.5,PM10,Date&Time
  12mg/m3,  13mg/m3,2020-02-04 12:40:06
  12mg/m3,  13mg/m3,2020-02-04 12:40:11
  12mg/m3,  13mg/m3,2020-02-04 12:40:16
  10mg/m3,  11mg/m3,2020-02-04 12:40:21
  10mg/m3,  11mg/m3,2020-02-04 12:40:26
  10mg/m3,  11mg/m3,2020-02-04 12:40:31
  10mg/m3,  11mg/m3,2020-02-04 12:40:36
   9mg/m3,  11mg/m3,2020-02-04 12:40:41
   9mg/m3,  11mg/m3,2020-02-04 12:40:46
   9mg/m3,  12mg/m3,2020-02-04 12:40:51
   9mg/m3,  13mg/m3,2020-02-04 12:40:56
   9mg/m3,  13mg/m3,2020-02-04 12:41:01
  11mg/m3,  14mg/m3,2020-02-04 12:41:06
  12mg/m3,  16mg/m3,2020-02-04 12:41:11
  11mg/m3,  14mg/m3,2020-02-04 12:41:16
  11mg/m3,  14mg/m3,2020-02-04 12:41:21
  10mg/m3,  12mg/m3,2020-02-04 12:41:26
  10mg/m3,  13mg/m3,2020-02-04 12:41:31
   9mg/m3,  11mg/m3,2020-02-04 12:41:36
   9mg/m3,  13mg/m3,2020-02-04 12:41:41
   9mg/m3,  14mg/m3,2020-02-04 12:41:46
   9mg/m3,  12mg/m3,2020-02-04 12:41:51
   9mg/m3,  12mg/m3,2020-02-04 12:41:56
  10mg/m3,  13mg/m3,2020-02-04 12:42:01
  12mg/m3,  13mg/m3,2020-02-04 12:42:06
  12mg/m3,  13mg/m3,2020-02-04 12:42:13
  12mg/m3,  13mg/m3,2020-02-04 12:42:18
  11mg/m3,  13mg/m3,2020-02-04 12:42:23
  11mg/m3,  12mg/m3,2020-02-04 12:42:28
  10mg/m3,  12mg/m3,2020-02-04 12:42:33
  11mg/m3,  13mg/m3,2020-02-04 12:42:38
  10mg/m3,  13mg/m3,2020-02-04 12:42:43
  12mg/m3,  13mg/m3,2020-02-04 12:42:48
  11mg/m3,  13mg/m3,2020-02-04 12:42:53
  14mg/m3,  16mg/m3,2020-02-04 12:42:58
  14mg/m3,  16mg/m3,2020-02-04 12:43:03
  12mg/m3,  13mg/m3,2020-02-04 12:43:08
  12mg/m3,  13mg/m3,2020-02-04 12:43:13
  11mg/m3,  13mg/m3,2020-02-04 12:43:18
  13mg/m3,  14mg/m3,2020-02-04 12:43:23
  15mg/m3,  16mg/m3,2020-02-04 12:43:28
  13mg/m3,  14mg/m3,2020-02-04 12:43:33
  12mg/m3,  13mg/m3,2020-02-04 12:43:38
  11mg/m3,  12mg/m3,2020-02-04 12:43:43
   9mg/m3,  10mg/m3,2020-02-04 12:43:48
  10mg/m3,  11mg/m3,2020-02-04 12:43:53
   9mg/m3,  10mg/m3,2020-02-04 12:43:58
   9mg/m3,  10mg/m3,2020-02-04 12:44:03
  10mg/m3,  11mg/m3,2020-02-04 12:44:08
  10mg/m3,  11mg/m3,2020-02-04 12:44:13
  11mg/m3,  12mg/m3,2020-02-04 12:44:18
  11mg/m3,  12mg/m3,2020-02-04 12:44:23
  11mg/m3,  12mg/m3,2020-02-04 12:44:28
  12mg/m3,  14mg/m3,2020-02-04 12:44:33
  12mg/m3,  13mg/m3,2020-02-04 12:44:38
  11mg/m3,  12mg/m3,2020-02-04 12:44:43
  10mg/m3,  11mg/m3,2020-02-04 12:44:48
  11mg/m3,  12mg/m3,2020-02-04 12:44:53
  10mg/m3,  11mg/m3,2020-02-04 12:44:58
  10mg/m3,  11mg/m3,2020-02-04 12:45:03
   9mg/m3,  10mg/m3,2020-02-04 12:45:08
  10mg/m3,  11mg/m3,2020-02-04 12:45:13
  10mg/m3,  11mg/m3,2020-02-04 12:45:18
  11mg/m3,  12mg/m3,2020-02-04 12:45:23
  10mg/m3,  11mg/m3,2020-02-04 12:45:28
  12mg/m3,  13mg/m3,2020-02-04 12:45:33
  12mg/m3,  13mg/m3,2020-02-04 12:45:38
  12mg/m3,  13mg/m3,2020-02-04 12:45:43
  10mg/m3,  11mg/m3,2020-02-04 12:45:48
  11mg/m3,  12mg/m3,2020-02-04 12:45:53
  11mg/m3,  13mg/m3,2020-02-04 12:45:58
  10mg/m3,  12mg/m3,2020-02-04 12:46:03
  12mg/m3,  13mg/m3,2020-02-04 12:46:08
  12mg/m3,  13mg/m3,2020-02-04 12:46:13
  12mg/m3,  13mg/m3,2020-02-04 12:46:18
  12mg/m3,  13mg/m3,2020-02-04 12:46:23
  11mg/m3,  13mg/m3,2020-02-04 12:46:28
  11mg/m3,  13mg/m3,2020-02-04 12:46:33
  12mg/m3,  16mg/m3,2020-02-04 12:46:38
  13mg/m3,  15mg/m3,2020-02-04 12:46:43
  12mg/m3,  14mg/m3,2020-02-04 12:46:48
  11mg/m3,  13mg/m3,2020-02-04 12:46:53
  12mg/m3,  15mg/m3,2020-02-04 12:46:58
  11mg/m3,  13mg/m3,2020-02-04 12:47:03
  11mg/m3,  12mg/m3,2020-02-04 12:47:08
  15mg/m3,  16mg/m3,2020-02-04 12:47:13
  17mg/m3,  18mg/m3,2020-02-04 12:47:18
  16mg/m3,  17mg/m3,2020-02-04 12:47:23
  15mg/m3,  16mg/m3,2020-02-04 12:47:28
  13mg/m3,  14mg/m3,2020-02-04 12:47:33
  11mg/m3,  12mg/m3,2020-02-04 12:47:38
  10mg/m3,  11mg/m3,2020-02-04 12:47:43
  10mg/m3,  11mg/m3,2020-02-04 12:47:48
  10mg/m3,  11mg/m3,2020-02-04 12:47:53
  10mg/m3,  11mg/m3,2020-02-04 12:47:58
  10mg/m3,  11mg/m3,2020-02-04 12:48:03
   8mg/m3,   9mg/m3,2020-02-04 12:48:08
  10mg/m3,  11mg/m3,2020-02-04 12:48:13
   9mg/m3,  10mg/m3,2020-02-04 12:48:18
   9mg/m3,  10mg/m3,2020-02-04 12:48:23
  10mg/m3,  11mg/m3,2020-02-04 12:48:28
  10mg/m3,  11mg/m3,2020-02-04 12:48:33
  12mg/m3,  13mg/m3,2020-02-04 12:48:38
  13mg/m3,  14mg/m3,2020-02-04 12:48:43
  13mg/m3,  14mg/m3,2020-02-04 12:48:48
  13mg/m3,  14mg/m3,2020-02-04 12:48:53
  13mg/m3,  14mg/m3,2020-02-04 12:48:58
  15mg/m3,  16mg/m3,2020-02-04 12:49:03
  13mg/m3,  15mg/m3,2020-02-04 12:49:08
  16mg/m3,  17mg/m3,2020-02-04 12:49:13
  15mg/m3,  17mg/m3,2020-02-04 12:49:18
  16mg/m3,  17mg/m3,2020-02-04 12:49:23
  14mg/m3,  15mg/m3,2020-02-04 12:49:28
  12mg/m3,  13mg/m3,2020-02-04 12:49:33
  13mg/m3,  14mg/m3,2020-02-04 12:49:38
  11mg/m3,  13mg/m3,2020-02-04 12:49:43
  10mg/m3,  12mg/m3,2020-02-04 12:49:48
  10mg/m3,  12mg/m3,2020-02-04 12:49:53
  11mg/m3,  14mg/m3,2020-02-04 12:49:58
  11mg/m3,  15mg/m3,2020-02-04 12:50:03
  10mg/m3,  11mg/m3,2020-02-04 12:50:08
  11mg/m3,  13mg/m3,2020-02-04 12:50:13
  10mg/m3,  13mg/m3,2020-02-04 12:50:18
  10mg/m3,  13mg/m3,2020-02-04 12:50:23
   9mg/m3,  10mg/m3,2020-02-04 12:50:28
   9mg/m3,  11mg/m3,2020-02-04 12:50:33
   9mg/m3,  10mg/m3,2020-02-04 12:50:38
  10mg/m3,  11mg/m3,2020-02-04 12:50:43
   9mg/m3,  11mg/m3,2020-02-04 12:50:48
  10mg/m3,  11mg/m3,2020-02-04 12:50:53
  10mg/m3,  11mg/m3,2020-02-04 12:50:58
  10mg/m3,  14mg/m3,2020-02-04 12:51:03
  10mg/m3,  13mg/m3,2020-02-04 12:51:08
  10mg/m3,  12mg/m3,2020-02-04 12:51:13
  10mg/m3,  12mg/m3,2020-02-04 12:51:18
  11mg/m3,  13mg/m3,2020-02-04 12:51:23
  12mg/m3,  13mg/m3,2020-02-04 12:51:28
  10mg/m3,  11mg/m3,2020-02-04 12:51:33
  12mg/m3,  13mg/m3,2020-02-04 12:51:38
  13mg/m3,  14mg/m3,2020-02-04 12:51:43
  15mg/m3,  17mg/m3,2020-02-04 12:51:48
  15mg/m3,  18mg/m3,2020-02-04 12:51:53
  14mg/m3,  18mg/m3,2020-02-04 12:51:58
  14mg/m3,  17mg/m3,2020-02-04 12:52:03
  13mg/m3,  14mg/m3,2020-02-04 12:52:08
  12mg/m3,  13mg/m3,2020-02-04 12:52:13
  12mg/m3,  13mg/m3,2020-02-04 12:52:18
  12mg/m3,  13mg/m3,2020-02-04 12:52:23
  11mg/m3,  12mg/m3,2020-02-04 12:52:28
  10mg/m3,  12mg/m3,2020-02-04 12:52:33
  10mg/m3,  12mg/m3,2020-02-04 12:52:38
  11mg/m3,  13mg/m3,2020-02-04 12:52:43
   9mg/m3,  11mg/m3,2020-02-04 12:52:48
  10mg/m3,  12mg/m3,2020-02-04 12:52:53
  12mg/m3,  14mg/m3,2020-02-04 12:52:58
  12mg/m3,  13mg/m3,2020-02-04 12:53:03
  12mg/m3,  13mg/m3,2020-02-04 12:53:08
  12mg/m3,  13mg/m3,2020-02-04 12:53:13
  13mg/m3,  14mg/m3,2020-02-04 12:53:18
  11mg/m3,  13mg/m3,2020-02-04 12:53:23
  12mg/m3,  15mg/m3,2020-02-04 12:53:28
  11mg/m3,  14mg/m3,2020-02-04 12:53:33
  11mg/m3,  14mg/m3,2020-02-04 12:53:38
  12mg/m3,  15mg/m3,2020-02-04 12:53:43
  13mg/m3,  16mg/m3,2020-02-04 12:53:48
  14mg/m3,  16mg/m3,2020-02-04 12:53:53
  13mg/m3,  15mg/m3,2020-02-04 12:53:58
  13mg/m3,  15mg/m3,2020-02-04 12:54:03
  12mg/m3,  13mg/m3,2020-02-04 12:54:08
  11mg/m3,  12mg/m3,2020-02-04 12:54:13
  10mg/m3,  11mg/m3,2020-02-04 12:54:18
  10mg/m3,  12mg/m3,2020-02-04 12:54:23
  11mg/m3,  14mg/m3,2020-02-04 12:54:28
  11mg/m3,  14mg/m3,2020-02-04 12:54:33
  12mg/m3,  14mg/m3,2020-02-04 12:54:38
  12mg/m3,  14mg/m3,2020-02-04 12:54:43
  12mg/m3,  13mg/m3,2020-02-04 12:54:48
  11mg/m3,  12mg/m3,2020-02-04 12:54:53
  11mg/m3,  12mg/m3,2020-02-04 12:54:58
  11mg/m3,  12mg/m3,2020-02-04 12:55:03
  12mg/m3,  13mg/m3,2020-02-04 12:55:08
  11mg/m3,  12mg/m3,2020-02-04 12:55:13
  11mg/m3,  12mg/m3,2020-02-04 12:55:18
  11mg/m3,  12mg/m3,2020-02-04 12:55:23
  11mg/m3,  12mg/m3,2020-02-04 12:55:28
  12mg/m3,  13mg/m3,2020-02-04 12:55:33
  12mg/m3,  13mg/m3,2020-02-04 12:55:38
  13mg/m3,  14mg/m3,2020-02-04 12:55:43
  14mg/m3,  15mg/m3,2020-02-04 12:55:48
  14mg/m3,  15mg/m3,2020-02-04 12:55:53
  13mg/m3,  14mg/m3,2020-02-04 12:55:58
  13mg/m3,  14mg/m3,2020-02-04 12:56:03
  13mg/m3,  14mg/m3,2020-02-04 12:56:08
  12mg/m3,  15mg/m3,2020-02-04 12:56:13
  12mg/m3,  15mg/m3,2020-02-04 12:56:18
  12mg/m3,  14mg/m3,2020-02-04 12:56:23
  12mg/m3,  15mg/m3,2020-02-04 12:56:28
  12mg/m3,  15mg/m3,2020-02-04 12:56:33
  12mg/m3,  13mg/m3,2020-02-04 12:56:38
  14mg/m3,  15mg/m3,2020-02-04 12:56:43
  15mg/m3,  16mg/m3,2020-02-04 12:56:48
  12mg/m3,  15mg/m3,2020-02-04 12:56:53
  12mg/m3,  15mg/m3,2020-02-04 12:56:55
  12mg/m3,  14mg/m3,2020-02-04 12:56:58
  11mg/m3,  13mg/m3,2020-02-04 12:57:03
  14mg/m3,  15mg/m3,2020-02-04 12:57:08
  14mg/m3,  15mg/m3,2020-02-04 12:57:13
  13mg/m3,  14mg/m3,2020-02-04 12:57:18
  13mg/m3,  14mg/m3,2020-02-04 12:57:23
  12mg/m3,  13mg/m3,2020-02-04 12:57:28
  10mg/m3,  11mg/m3,2020-02-04 12:57:32
  10mg/m3,  11mg/m3,2020-02-04 12:57:33
   9mg/m3,  10mg/m3,2020-02-04 12:57:38
   9mg/m3,  10mg/m3,2020-02-04 12:57:43
  10mg/m3,  11mg/m3,2020-02-04 12:57:48
  11mg/m3,  12mg/m3,2020-02-04 12:57:54
  13mg/m3,  15mg/m3,2020-02-04 12:57:59
  12mg/m3,  14mg/m3,2020-02-04 12:58:04
  11mg/m3,  15mg/m3,2020-02-04 12:58:09
  10mg/m3,  13mg/m3,2020-02-04 12:58:14
   9mg/m3,  11mg/m3,2020-02-04 12:58:19
   8mg/m3,   9mg/m3,2020-02-04 12:58:24
   8mg/m3,   9mg/m3,2020-02-04 12:58:29
  12mg/m3,  13mg/m3,2020-02-04 12:58:34
  13mg/m3,  15mg/m3,2020-02-04 12:58:39
  13mg/m3,  15mg/m3,2020-02-04 12:58:40
  13mg/m3,  15mg/m3,2020-02-04 12:58:44
  14mg/m3,  15mg/m3,2020-02-04 12:58:49
  13mg/m3,  14mg/m3,2020-02-04 12:58:54
  11mg/m3,  12mg/m3,2020-02-04 12:58:59
  11mg/m3,  12mg/m3,2020-02-04 12:59:04
  10mg/m3,  11mg/m3,2020-02-04 12:59:09
  10mg/m3,  11mg/m3,2020-02-04 12:59:14
   8mg/m3,   9mg/m3,2020-02-04 12:59:19
   9mg/m3,  10mg/m3,2020-02-04 12:59:19
  10mg/m3,  11mg/m3,2020-02-04 12:59:24
  10mg/m3,  11mg/m3,2020-02-04 12:59:29
  10mg/m3,  11mg/m3,2020-02-04 12:59:34
  11mg/m3,  12mg/m3,2020-02-04 12:59:37
  11mg/m3,  12mg/m3,2020-02-04 12:59:39
  11mg/m3,  14mg/m3,2020-02-04 12:59:44
  10mg/m3,  12mg/m3,2020-02-04 12:59:49
  10mg/m3,  12mg/m3,2020-02-04 12:59:54
   9mg/m3,  12mg/m3,2020-02-04 12:59:59
   8mg/m3,  12mg/m3,2020-02-04 13:00:04
   8mg/m3,  12mg/m3,2020-02-04 13:00:09
   9mg/m3,  12mg/m3,2020-02-04 13:00:14
   9mg/m3,  12mg/m3,2020-02-04 13:00:19
  10mg/m3,  13mg/m3,2020-02-04 13:00:24
  11mg/m3,  12mg/m3,2020-02-04 13:00:29
  12mg/m3,  13mg/m3,2020-02-04 13:00:34
  12mg/m3,  13mg/m3,2020-02-04 13:00:39
  11mg/m3,  12mg/m3,2020-02-04 13:00:44
  12mg/m3,  13mg/m3,2020-02-04 13:00:49
  10mg/m3,  11mg/m3,2020-02-04 13:00:54
  11mg/m3,  12mg/m3,2020-02-04 13:00:59
  10mg/m3,  11mg/m3,2020-02-04 13:01:04
  11mg/m3,  12mg/m3,2020-02-04 13:01:09
  12mg/m3,  14mg/m3,2020-02-04 13:01:14
  12mg/m3,  14mg/m3,2020-02-04 13:01:19
  12mg/m3,  14mg/m3,2020-02-04 13:01:24
  14mg/m3,  17mg/m3,2020-02-04 13:01:29
  15mg/m3,  18mg/m3,2020-02-04 13:01:34
  15mg/m3,  18mg/m3,2020-02-04 13:01:39
  15mg/m3,  18mg/m3,2020-02-04 13:01:44
  15mg/m3,  18mg/m3,2020-02-04 13:01:49
  15mg/m3,  17mg/m3,2020-02-04 13:01:54
  14mg/m3,  16mg/m3,2020-02-04 13:01:58
  14mg/m3,  16mg/m3,2020-02-04 13:01:59
  16mg/m3,  17mg/m3,2020-02-04 13:02:04
  17mg/m3,  19mg/m3,2020-02-04 13:02:09
  19mg/m3,  20mg/m3,2020-02-04 13:02:14
  20mg/m3,  21mg/m3,2020-02-04 13:02:19
  23mg/m3,  24mg/m3,2020-02-04 13:02:24
  25mg/m3,  27mg/m3,2020-02-04 13:02:29
  24mg/m3,  26mg/m3,2020-02-04 13:02:34
  25mg/m3,  26mg/m3,2020-02-04 13:02:38
  24mg/m3,  25mg/m3,2020-02-04 13:02:39
  25mg/m3,  26mg/m3,2020-02-04 13:02:44
  25mg/m3,  26mg/m3,2020-02-04 13:02:49
  23mg/m3,  24mg/m3,2020-02-04 13:02:54
  24mg/m3,  25mg/m3,2020-02-04 13:02:59
  24mg/m3,  25mg/m3,2020-02-04 13:03:04
  23mg/m3,  24mg/m3,2020-02-04 13:03:09
  23mg/m3,  25mg/m3,2020-02-04 13:03:14
  23mg/m3,  26mg/m3,2020-02-04 13:03:19
  21mg/m3,  24mg/m3,2020-02-04 13:03:24
  22mg/m3,  23mg/m3,2020-02-04 13:03:29
  22mg/m3,  23mg/m3,2020-02-04 13:03:33
  22mg/m3,  23mg/m3,2020-02-04 13:03:34
  21mg/m3,  22mg/m3,2020-02-04 13:03:39
  20mg/m3,  23mg/m3,2020-02-04 13:03:44
  21mg/m3,  23mg/m3,2020-02-04 13:03:49
  18mg/m3,  20mg/m3,2020-02-04 13:03:54
  16mg/m3,  18mg/m3,2020-02-04 13:03:59
  14mg/m3,  17mg/m3,2020-02-04 13:04:04
  15mg/m3,  16mg/m3,2020-02-04 13:04:09
  15mg/m3,  16mg/m3,2020-02-04 13:04:14
  18mg/m3,  19mg/m3,2020-02-04 13:04:19
  21mg/m3,  22mg/m3,2020-02-04 13:04:24
  19mg/m3,  20mg/m3,2020-02-04 13:04:29
  18mg/m3,  19mg/m3,2020-02-04 13:04:30
  19mg/m3,  20mg/m3,2020-02-04 13:04:34
  18mg/m3,  20mg/m3,2020-02-04 13:04:36
  17mg/m3,  19mg/m3,2020-02-04 13:04:39
  17mg/m3,  18mg/m3,2020-02-04 13:04:44
  16mg/m3,  18mg/m3,2020-02-04 13:04:49
  16mg/m3,  18mg/m3,2020-02-04 13:04:54
  16mg/m3,  17mg/m3,2020-02-04 13:04:59
  17mg/m3,  18mg/m3,2020-02-04 13:05:04
  17mg/m3,  19mg/m3,2020-02-04 13:05:09
  17mg/m3,  19mg/m3,2020-02-04 13:05:14
  18mg/m3,  20mg/m3,2020-02-04 13:05:19
  18mg/m3,  20mg/m3,2020-02-04 13:05:19
  18mg/m3,  20mg/m3,2020-02-04 13:05:24
  18mg/m3,  19mg/m3,2020-02-04 13:05:29
  18mg/m3,  19mg/m3,2020-02-04 13:05:34
  17mg/m3,  18mg/m3,2020-02-04 13:05:39
  17mg/m3,  18mg/m3,2020-02-04 13:05:44
  16mg/m3,  17mg/m3,2020-02-04 13:05:45
  16mg/m3,  17mg/m3,2020-02-04 13:05:49
  16mg/m3,  17mg/m3,2020-02-04 13:05:54
  15mg/m3,  16mg/m3,2020-02-04 13:05:59
  15mg/m3,  16mg/m3,2020-02-04 13:06:04
  17mg/m3,  18mg/m3,2020-02-04 13:06:09
  17mg/m3,  18mg/m3,2020-02-04 13:06:14
  18mg/m3,  22mg/m3,2020-02-04 13:06:19
  17mg/m3,  21mg/m3,2020-02-04 13:06:24
  17mg/m3,  23mg/m3,2020-02-04 13:06:29
  17mg/m3,  23mg/m3,2020-02-04 13:06:34
  16mg/m3,  21mg/m3,2020-02-04 13:06:39
  18mg/m3,  20mg/m3,2020-02-04 13:06:44
  19mg/m3,  21mg/m3,2020-02-04 13:06:49
  22mg/m3,  23mg/m3,2020-02-04 13:06:54
  21mg/m3,  22mg/m3,2020-02-04 13:06:59
  21mg/m3,  22mg/m3,2020-02-04 13:07:04
  19mg/m3,  21mg/m3,2020-02-04 13:07:09
  20mg/m3,  23mg/m3,2020-02-04 13:07:10
  20mg/m3,  23mg/m3,2020-02-04 13:07:14
  20mg/m3,  23mg/m3,2020-02-04 13:07:19
  18mg/m3,  20mg/m3,2020-02-04 13:07:24
  17mg/m3,  19mg/m3,2020-02-04 13:07:29
  16mg/m3,  17mg/m3,2020-02-04 13:07:34
  16mg/m3,  17mg/m3,2020-02-04 13:07:34
  15mg/m3,  16mg/m3,2020-02-04 13:07:39
  15mg/m3,  16mg/m3,2020-02-04 13:07:39
  13mg/m3,  14mg/m3,2020-02-04 13:07:44
  12mg/m3,  13mg/m3,2020-02-04 13:07:49
  13mg/m3,  14mg/m3,2020-02-04 13:07:54
  14mg/m3,  15mg/m3,2020-02-04 13:07:59
  14mg/m3,  15mg/m3,2020-02-04 13:08:04
  13mg/m3,  14mg/m3,2020-02-04 13:08:09
  12mg/m3,  13mg/m3,2020-02-04 13:08:14
  12mg/m3,  13mg/m3,2020-02-04 13:08:19
  11mg/m3,  12mg/m3,2020-02-04 13:08:24
  13mg/m3,  14mg/m3,2020-02-04 13:08:29
  14mg/m3,  15mg/m3,2020-02-04 13:08:34
  16mg/m3,  17mg/m3,2020-02-04 13:08:37
  16mg/m3,  17mg/m3,2020-02-04 13:08:39
  16mg/m3,  17mg/m3,2020-02-04 13:08:44
  17mg/m3,  18mg/m3,2020-02-04 13:08:49
  16mg/m3,  17mg/m3,2020-02-04 13:08:54
  17mg/m3,  18mg/m3,2020-02-04 13:08:57
  17mg/m3,  18mg/m3,2020-02-04 13:08:59
  14mg/m3,  16mg/m3,2020-02-04 13:09:04
  14mg/m3,  17mg/m3,2020-02-04 13:09:09
  14mg/m3,  17mg/m3,2020-02-04 13:09:11
  14mg/m3,  16mg/m3,2020-02-04 13:09:14
  16mg/m3,  18mg/m3,2020-02-04 13:09:19
  17mg/m3,  18mg/m3,2020-02-04 13:09:23
  17mg/m3,  18mg/m3,2020-02-04 13:09:24
  19mg/m3,  22mg/m3,2020-02-04 13:09:29
  23mg/m3,  25mg/m3,2020-02-04 13:09:34
  22mg/m3,  23mg/m3,2020-02-04 13:09:39
  20mg/m3,  21mg/m3,2020-02-04 13:09:44
  19mg/m3,  20mg/m3,2020-02-04 13:09:49
  19mg/m3,  20mg/m3,2020-02-04 13:09:50
  19mg/m3,  20mg/m3,2020-02-04 13:09:54
  18mg/m3,  19mg/m3,2020-02-04 13:09:59
  19mg/m3,  20mg/m3,2020-02-04 13:10:04
  18mg/m3,  19mg/m3,2020-02-04 13:10:09
  17mg/m3,  19mg/m3,2020-02-04 13:10:10
  17mg/m3,  18mg/m3,2020-02-04 13:10:14
  15mg/m3,  18mg/m3,2020-02-04 13:10:19
  17mg/m3,  20mg/m3,2020-02-04 13:10:24
  18mg/m3,  22mg/m3,2020-02-04 13:10:29
  19mg/m3,  22mg/m3,2020-02-04 13:10:34
  21mg/m3,  23mg/m3,2020-02-04 13:10:39
  21mg/m3,  23mg/m3,2020-02-04 13:10:44
  22mg/m3,  23mg/m3,2020-02-04 13:10:49
  21mg/m3,  22mg/m3,2020-02-04 13:10:54
  20mg/m3,  21mg/m3,2020-02-04 13:10:59
  21mg/m3,  22mg/m3,2020-02-04 13:11:04
  20mg/m3,  23mg/m3,2020-02-04 13:11:09
  20mg/m3,  23mg/m3,2020-02-04 13:11:14
  18mg/m3,  23mg/m3,2020-02-04 13:11:19
  19mg/m3,  22mg/m3,2020-02-04 13:11:24
  19mg/m3,  24mg/m3,2020-02-04 13:11:29
  19mg/m3,  21mg/m3,2020-02-04 13:11:34
  20mg/m3,  22mg/m3,2020-02-04 13:11:39
  22mg/m3,  23mg/m3,2020-02-04 13:11:43
  22mg/m3,  23mg/m3,2020-02-04 13:11:44
  21mg/m3,  22mg/m3,2020-02-04 13:11:49
  20mg/m3,  21mg/m3,2020-02-04 13:11:54
  18mg/m3,  19mg/m3,2020-02-04 13:11:59
  18mg/m3,  19mg/m3,2020-02-04 13:12:04
  17mg/m3,  18mg/m3,2020-02-04 13:12:06
  16mg/m3,  17mg/m3,2020-02-04 13:12:09
  16mg/m3,  17mg/m3,2020-02-04 13:12:14
  17mg/m3,  18mg/m3,2020-02-04 13:12:19
  17mg/m3,  19mg/m3,2020-02-04 13:12:22
  17mg/m3,  19mg/m3,2020-02-04 13:12:24
  16mg/m3,  18mg/m3,2020-02-04 13:12:29
  17mg/m3,  19mg/m3,2020-02-04 13:12:34
  17mg/m3,  20mg/m3,2020-02-04 13:12:39
  16mg/m3,  18mg/m3,2020-02-04 13:12:44
  16mg/m3,  17mg/m3,2020-02-04 13:12:49
  17mg/m3,  18mg/m3,2020-02-04 13:12:54
  17mg/m3,  18mg/m3,2020-02-04 13:12:59
  17mg/m3,  18mg/m3,2020-02-04 13:13:01
  17mg/m3,  18mg/m3,2020-02-04 13:13:04
  21mg/m3,  22mg/m3,2020-02-04 13:13:09
  22mg/m3,  23mg/m3,2020-02-04 13:13:14
  24mg/m3,  25mg/m3,2020-02-04 13:13:19
  20mg/m3,  21mg/m3,2020-02-04 13:13:24
  18mg/m3,  20mg/m3,2020-02-04 13:13:29
  20mg/m3,  22mg/m3,2020-02-04 13:13:34
  19mg/m3,  21mg/m3,2020-02-04 13:13:39
  18mg/m3,  20mg/m3,2020-02-04 13:13:44
  19mg/m3,  21mg/m3,2020-02-04 13:13:49
  22mg/m3,  23mg/m3,2020-02-04 13:13:54
  19mg/m3,  21mg/m3,2020-02-04 13:13:59
  21mg/m3,  23mg/m3,2020-02-04 13:14:02
  19mg/m3,  22mg/m3,2020-02-04 13:14:04
  19mg/m3,  22mg/m3,2020-02-04 13:14:09
  18mg/m3,  21mg/m3,2020-02-04 13:14:14
  18mg/m3,  20mg/m3,2020-02-04 13:14:19
  16mg/m3,  18mg/m3,2020-02-04 13:14:24
  14mg/m3,  15mg/m3,2020-02-04 13:14:29
  15mg/m3,  16mg/m3,2020-02-04 13:14:34
  19mg/m3,  20mg/m3,2020-02-04 13:14:39
  22mg/m3,  23mg/m3,2020-02-04 13:14:44
  22mg/m3,  23mg/m3,2020-02-04 13:14:49
  22mg/m3,  23mg/m3,2020-02-04 13:14:54
  21mg/m3,  22mg/m3,2020-02-04 13:14:59
  19mg/m3,  20mg/m3,2020-02-04 13:15:04
  20mg/m3,  22mg/m3,2020-02-04 13:15:09
  19mg/m3,  21mg/m3,2020-02-04 13:15:14
  19mg/m3,  21mg/m3,2020-02-04 13:15:19
  18mg/m3,  20mg/m3,2020-02-04 13:15:24
  16mg/m3,  17mg/m3,2020-02-04 13:15:29
  18mg/m3,  19mg/m3,2020-02-04 13:15:34
  17mg/m3,  18mg/m3,2020-02-04 13:15:39
  17mg/m3,  18mg/m3,2020-02-04 13:15:44
  15mg/m3,  16mg/m3,2020-02-04 13:15:49
  16mg/m3,  18mg/m3,2020-02-04 13:15:54
  20mg/m3,  21mg/m3,2020-02-04 13:15:59
  20mg/m3,  22mg/m3,2020-02-04 13:16:04
  17mg/m3,  20mg/m3,2020-02-04 13:16:09
  15mg/m3,  18mg/m3,2020-02-04 13:16:14
  16mg/m3,  19mg/m3,2020-02-04 13:16:19
  16mg/m3,  17mg/m3,2020-02-04 13:16:24
  17mg/m3,  20mg/m3,2020-02-04 13:16:29
  17mg/m3,  19mg/m3,2020-02-04 13:16:34
  18mg/m3,  19mg/m3,2020-02-04 13:16:39
  18mg/m3,  19mg/m3,2020-02-04 13:16:44
  18mg/m3,  19mg/m3,2020-02-04 13:16:49
  17mg/m3,  18mg/m3,2020-02-04 13:16:54
  17mg/m3,  19mg/m3,2020-02-04 13:16:59
  17mg/m3,  20mg/m3,2020-02-04 13:17:04
  18mg/m3,  22mg/m3,2020-02-04 13:17:09
  18mg/m3,  22mg/m3,2020-02-04 13:17:09
  17mg/m3,  22mg/m3,2020-02-04 13:17:14
  17mg/m3,  22mg/m3,2020-02-04 13:17:19
  18mg/m3,  24mg/m3,2020-02-04 13:17:24
  17mg/m3,  22mg/m3,2020-02-04 13:17:29
  16mg/m3,  20mg/m3,2020-02-04 13:17:31
  16mg/m3,  20mg/m3,2020-02-04 13:17:34
  15mg/m3,  18mg/m3,2020-02-04 13:17:39
  16mg/m3,  17mg/m3,2020-02-04 13:17:44
  18mg/m3,  19mg/m3,2020-02-04 13:17:49
  18mg/m3,  20mg/m3,2020-02-04 13:17:54
