PM2.5,PM10,Date&Time
  32mg/m3,  39mg/m3,2020-02-06 08:03:33
  33mg/m3,  39mg/m3,2020-02-06 08:03:38
  33mg/m3,  38mg/m3,2020-02-06 08:03:43
  34mg/m3,  39mg/m3,2020-02-06 08:03:48
  32mg/m3,  37mg/m3,2020-02-06 08:03:53
  33mg/m3,  39mg/m3,2020-02-06 08:03:58
  32mg/m3,  39mg/m3,2020-02-06 08:04:01
  31mg/m3,  39mg/m3,2020-02-06 08:04:03
  31mg/m3,  41mg/m3,2020-02-06 08:04:08
  32mg/m3,  43mg/m3,2020-02-06 08:04:13
  35mg/m3,  44mg/m3,2020-02-06 08:04:18
  35mg/m3,  45mg/m3,2020-02-06 08:04:23
  37mg/m3,  47mg/m3,2020-02-06 08:04:28
  36mg/m3,  46mg/m3,2020-02-06 08:04:33
  35mg/m3,  41mg/m3,2020-02-06 08:04:38
  32mg/m3,  42mg/m3,2020-02-06 08:04:43
  32mg/m3,  39mg/m3,2020-02-06 08:04:48
  32mg/m3,  41mg/m3,2020-02-06 08:04:53
  29mg/m3,  37mg/m3,2020-02-06 08:04:58
  30mg/m3,  38mg/m3,2020-02-06 08:05:00
  29mg/m3,  35mg/m3,2020-02-06 08:05:03
  32mg/m3,  36mg/m3,2020-02-06 08:05:08
  36mg/m3,  46mg/m3,2020-02-06 08:05:13
  37mg/m3,  47mg/m3,2020-02-06 08:05:18
  35mg/m3,  44mg/m3,2020-02-06 08:05:23
 114mg/m3, 147mg/m3,2020-02-06 08:05:28
 143mg/m3, 183mg/m3,2020-02-06 08:05:33
  44mg/m3,  60mg/m3,2020-02-06 08:05:38
  39mg/m3,  50mg/m3,2020-02-06 08:05:43
  35mg/m3,  46mg/m3,2020-02-06 08:05:48
  34mg/m3,  44mg/m3,2020-02-06 08:05:53
  29mg/m3,  35mg/m3,2020-02-06 08:05:58
  31mg/m3,  42mg/m3,2020-02-06 08:06:03
  31mg/m3,  41mg/m3,2020-02-06 08:06:08
  30mg/m3,  38mg/m3,2020-02-06 08:06:13
  31mg/m3,  40mg/m3,2020-02-06 08:06:18
  33mg/m3,  37mg/m3,2020-02-06 08:06:23
  32mg/m3,  37mg/m3,2020-02-06 08:06:28
  35mg/m3,  44mg/m3,2020-02-06 08:06:33
  35mg/m3,  44mg/m3,2020-02-06 08:06:38
  33mg/m3,  39mg/m3,2020-02-06 08:06:43
  32mg/m3,  38mg/m3,2020-02-06 08:06:48
  30mg/m3,  35mg/m3,2020-02-06 08:06:53
  28mg/m3,  34mg/m3,2020-02-06 08:06:58
  29mg/m3,  32mg/m3,2020-02-06 08:07:03
  28mg/m3,  33mg/m3,2020-02-06 08:07:08
  28mg/m3,  32mg/m3,2020-02-06 08:07:13
  28mg/m3,  31mg/m3,2020-02-06 08:07:18
  30mg/m3,  31mg/m3,2020-02-06 08:07:23
  29mg/m3,  30mg/m3,2020-02-06 08:07:28
  29mg/m3,  31mg/m3,2020-02-06 08:07:33
  29mg/m3,  32mg/m3,2020-02-06 08:07:38
  30mg/m3,  35mg/m3,2020-02-06 08:07:43
  31mg/m3,  36mg/m3,2020-02-06 08:07:48
  32mg/m3,  39mg/m3,2020-02-06 08:07:53
  30mg/m3,  35mg/m3,2020-02-06 08:07:58
  29mg/m3,  33mg/m3,2020-02-06 08:08:03
  29mg/m3,  30mg/m3,2020-02-06 08:08:08
  32mg/m3,  36mg/m3,2020-02-06 08:08:13
  30mg/m3,  35mg/m3,2020-02-06 08:08:18
  29mg/m3,  32mg/m3,2020-02-06 08:08:23
  30mg/m3,  34mg/m3,2020-02-06 08:08:28
  30mg/m3,  32mg/m3,2020-02-06 08:08:33
  29mg/m3,  32mg/m3,2020-02-06 08:08:38
  29mg/m3,  32mg/m3,2020-02-06 08:08:43
  29mg/m3,  32mg/m3,2020-02-06 08:08:48
  31mg/m3,  37mg/m3,2020-02-06 08:08:53
  33mg/m3,  38mg/m3,2020-02-06 08:08:58
  33mg/m3,  42mg/m3,2020-02-06 08:09:03
  31mg/m3,  37mg/m3,2020-02-06 08:09:08
  29mg/m3,  34mg/m3,2020-02-06 08:09:13
  30mg/m3,  34mg/m3,2020-02-06 08:09:18
  30mg/m3,  33mg/m3,2020-02-06 08:09:23
  30mg/m3,  33mg/m3,2020-02-06 08:09:28
  30mg/m3,  36mg/m3,2020-02-06 08:09:33
  30mg/m3,  36mg/m3,2020-02-06 08:09:36
  29mg/m3,  36mg/m3,2020-02-06 08:09:38
  30mg/m3,  38mg/m3,2020-02-06 08:09:43
  30mg/m3,  38mg/m3,2020-02-06 08:09:48
  30mg/m3,  38mg/m3,2020-02-06 08:09:53
  30mg/m3,  34mg/m3,2020-02-06 08:09:58
  29mg/m3,  34mg/m3,2020-02-06 08:10:03
  27mg/m3,  32mg/m3,2020-02-06 08:10:08
  26mg/m3,  31mg/m3,2020-02-06 08:10:13
  24mg/m3,  29mg/m3,2020-02-06 08:10:18
  26mg/m3,  30mg/m3,2020-02-06 08:10:23
  25mg/m3,  28mg/m3,2020-02-06 08:10:28
  26mg/m3,  29mg/m3,2020-02-06 08:10:33
  27mg/m3,  29mg/m3,2020-02-06 08:10:38
  31mg/m3,  35mg/m3,2020-02-06 08:10:43
  32mg/m3,  35mg/m3,2020-02-06 08:10:48
  30mg/m3,  32mg/m3,2020-02-06 08:10:53
  31mg/m3,  34mg/m3,2020-02-06 08:10:58
  31mg/m3,  36mg/m3,2020-02-06 08:11:03
  32mg/m3,  35mg/m3,2020-02-06 08:11:08
  34mg/m3,  41mg/m3,2020-02-06 08:11:13
  35mg/m3,  44mg/m3,2020-02-06 08:11:18
  33mg/m3,  40mg/m3,2020-02-06 08:11:23
  32mg/m3,  39mg/m3,2020-02-06 08:11:28
  31mg/m3,  37mg/m3,2020-02-06 08:11:33
  31mg/m3,  36mg/m3,2020-02-06 08:11:38
  31mg/m3,  36mg/m3,2020-02-06 08:11:43
  32mg/m3,  41mg/m3,2020-02-06 08:11:48
  35mg/m3,  45mg/m3,2020-02-06 08:11:53
  35mg/m3,  44mg/m3,2020-02-06 08:11:53
  35mg/m3,  43mg/m3,2020-02-06 08:11:58
  35mg/m3,  43mg/m3,2020-02-06 08:12:03
  32mg/m3,  35mg/m3,2020-02-06 08:12:08
  32mg/m3,  37mg/m3,2020-02-06 08:12:13
  31mg/m3,  37mg/m3,2020-02-06 08:12:18
  31mg/m3,  36mg/m3,2020-02-06 08:12:23
  31mg/m3,  35mg/m3,2020-02-06 08:12:28
  32mg/m3,  34mg/m3,2020-02-06 08:12:33
  30mg/m3,  31mg/m3,2020-02-06 08:12:38
  28mg/m3,  31mg/m3,2020-02-06 08:12:43
  32mg/m3,  40mg/m3,2020-02-06 08:12:48
  35mg/m3,  42mg/m3,2020-02-06 08:12:53
  32mg/m3,  36mg/m3,2020-02-06 08:12:58
  39mg/m3,  50mg/m3,2020-02-06 08:13:03
  46mg/m3,  62mg/m3,2020-02-06 08:13:08
  41mg/m3,  53mg/m3,2020-02-06 08:13:13
  39mg/m3,  48mg/m3,2020-02-06 08:13:18
  42mg/m3,  55mg/m3,2020-02-06 08:13:23
  38mg/m3,  52mg/m3,2020-02-06 08:13:28
  38mg/m3,  50mg/m3,2020-02-06 08:13:33
  36mg/m3,  49mg/m3,2020-02-06 08:13:38
  35mg/m3,  43mg/m3,2020-02-06 08:13:43
  33mg/m3,  42mg/m3,2020-02-06 08:13:48
  31mg/m3,  39mg/m3,2020-02-06 08:13:51
  31mg/m3,  39mg/m3,2020-02-06 08:13:53
  28mg/m3,  33mg/m3,2020-02-06 08:13:58
  25mg/m3,  29mg/m3,2020-02-06 08:14:03
  23mg/m3,  28mg/m3,2020-02-06 08:14:08
  25mg/m3,  29mg/m3,2020-02-06 08:14:13
  26mg/m3,  32mg/m3,2020-02-06 08:14:18
  36mg/m3,  47mg/m3,2020-02-06 08:14:23
  36mg/m3,  45mg/m3,2020-02-06 08:14:28
  29mg/m3,  32mg/m3,2020-02-06 08:14:33
  29mg/m3,  32mg/m3,2020-02-06 08:14:34
  28mg/m3,  32mg/m3,2020-02-06 08:14:38
  24mg/m3,  26mg/m3,2020-02-06 08:14:43
  25mg/m3,  27mg/m3,2020-02-06 08:14:48
  26mg/m3,  28mg/m3,2020-02-06 08:14:53
  32mg/m3,  35mg/m3,2020-02-06 08:14:58
  35mg/m3,  43mg/m3,2020-02-06 08:15:03
  32mg/m3,  37mg/m3,2020-02-06 08:15:08
  31mg/m3,  36mg/m3,2020-02-06 08:15:13
  32mg/m3,  37mg/m3,2020-02-06 08:15:18
  31mg/m3,  33mg/m3,2020-02-06 08:15:23
  33mg/m3,  37mg/m3,2020-02-06 08:15:28
  32mg/m3,  34mg/m3,2020-02-06 08:15:33
  32mg/m3,  33mg/m3,2020-02-06 08:15:38
  30mg/m3,  33mg/m3,2020-02-06 08:15:43
  32mg/m3,  38mg/m3,2020-02-06 08:15:48
  33mg/m3,  36mg/m3,2020-02-06 08:15:53
  34mg/m3,  39mg/m3,2020-02-06 08:15:58
  34mg/m3,  39mg/m3,2020-02-06 08:16:03
  33mg/m3,  41mg/m3,2020-02-06 08:16:08
  32mg/m3,  40mg/m3,2020-02-06 08:16:13
  31mg/m3,  39mg/m3,2020-02-06 08:16:18
  31mg/m3,  38mg/m3,2020-02-06 08:16:23
  34mg/m3,  46mg/m3,2020-02-06 08:16:28
  33mg/m3,  45mg/m3,2020-02-06 08:16:33
  33mg/m3,  45mg/m3,2020-02-06 08:16:38
  33mg/m3,  46mg/m3,2020-02-06 08:16:43
  31mg/m3,  40mg/m3,2020-02-06 08:16:48
  32mg/m3,  39mg/m3,2020-02-06 08:16:53
  31mg/m3,  36mg/m3,2020-02-06 08:16:58
  31mg/m3,  33mg/m3,2020-02-06 08:17:03
  33mg/m3,  39mg/m3,2020-02-06 08:17:08
  33mg/m3,  42mg/m3,2020-02-06 08:17:13
  33mg/m3,  41mg/m3,2020-02-06 08:17:18
  33mg/m3,  39mg/m3,2020-02-06 08:17:23
  31mg/m3,  37mg/m3,2020-02-06 08:17:28
  30mg/m3,  36mg/m3,2020-02-06 08:17:33
  30mg/m3,  38mg/m3,2020-02-06 08:17:38
  30mg/m3,  35mg/m3,2020-02-06 08:17:43
  28mg/m3,  33mg/m3,2020-02-06 08:17:48
  27mg/m3,  31mg/m3,2020-02-06 08:17:53
  29mg/m3,  35mg/m3,2020-02-06 08:17:58
  27mg/m3,  30mg/m3,2020-02-06 08:18:03
  26mg/m3,  31mg/m3,2020-02-06 08:18:08
  27mg/m3,  32mg/m3,2020-02-06 08:18:13
  26mg/m3,  29mg/m3,2020-02-06 08:18:18
  28mg/m3,  32mg/m3,2020-02-06 08:18:23
  29mg/m3,  32mg/m3,2020-02-06 08:18:28
  30mg/m3,  31mg/m3,2020-02-06 08:18:33
  28mg/m3,  31mg/m3,2020-02-06 08:18:38
  27mg/m3,  31mg/m3,2020-02-06 08:18:43
  25mg/m3,  29mg/m3,2020-02-06 08:18:48
  28mg/m3,  31mg/m3,2020-02-06 08:18:53
  31mg/m3,  37mg/m3,2020-02-06 08:18:58
  29mg/m3,  37mg/m3,2020-02-06 08:19:03
  30mg/m3,  35mg/m3,2020-02-06 08:19:08
  33mg/m3,  38mg/m3,2020-02-06 08:19:13
  37mg/m3,  45mg/m3,2020-02-06 08:19:18
  34mg/m3,  44mg/m3,2020-02-06 08:19:23
  31mg/m3,  36mg/m3,2020-02-06 08:19:28
  29mg/m3,  30mg/m3,2020-02-06 08:19:33
  27mg/m3,  31mg/m3,2020-02-06 08:19:38
  30mg/m3,  35mg/m3,2020-02-06 08:19:43
  31mg/m3,  34mg/m3,2020-02-06 08:19:48
  31mg/m3,  34mg/m3,2020-02-06 08:19:53
  32mg/m3,  35mg/m3,2020-02-06 08:19:58
  32mg/m3,  35mg/m3,2020-02-06 08:20:03
  30mg/m3,  33mg/m3,2020-02-06 08:20:08
  29mg/m3,  31mg/m3,2020-02-06 08:20:13
  29mg/m3,  31mg/m3,2020-02-06 08:20:18
  28mg/m3,  30mg/m3,2020-02-06 08:20:23
  31mg/m3,  34mg/m3,2020-02-06 08:20:28
  35mg/m3,  40mg/m3,2020-02-06 08:20:33
  34mg/m3,  41mg/m3,2020-02-06 08:20:38
  34mg/m3,  41mg/m3,2020-02-06 08:20:40
  32mg/m3,  37mg/m3,2020-02-06 08:20:43
  31mg/m3,  36mg/m3,2020-02-06 08:20:48
  31mg/m3,  38mg/m3,2020-02-06 08:20:53
  34mg/m3,  40mg/m3,2020-02-06 08:20:58
  32mg/m3,  37mg/m3,2020-02-06 08:20:59
  31mg/m3,  33mg/m3,2020-02-06 08:21:03
  29mg/m3,  32mg/m3,2020-02-06 08:21:08
  29mg/m3,  33mg/m3,2020-02-06 08:21:13
  30mg/m3,  38mg/m3,2020-02-06 08:21:18
  30mg/m3,  39mg/m3,2020-02-06 08:21:23
  30mg/m3,  38mg/m3,2020-02-06 08:21:28
  29mg/m3,  36mg/m3,2020-02-06 08:21:33
  32mg/m3,  37mg/m3,2020-02-06 08:21:38
  31mg/m3,  33mg/m3,2020-02-06 08:21:43
  32mg/m3,  34mg/m3,2020-02-06 08:21:48
  33mg/m3,  39mg/m3,2020-02-06 08:21:53
  35mg/m3,  41mg/m3,2020-02-06 08:21:58
  33mg/m3,  39mg/m3,2020-02-06 08:22:03
  35mg/m3,  42mg/m3,2020-02-06 08:22:08
  34mg/m3,  40mg/m3,2020-02-06 08:22:13
  35mg/m3,  42mg/m3,2020-02-06 08:22:18
  35mg/m3,  42mg/m3,2020-02-06 08:22:18
  33mg/m3,  40mg/m3,2020-02-06 08:22:23
  32mg/m3,  38mg/m3,2020-02-06 08:22:28
  32mg/m3,  38mg/m3,2020-02-06 08:22:33
  32mg/m3,  38mg/m3,2020-02-06 08:22:38
  31mg/m3,  39mg/m3,2020-02-06 08:22:43
  29mg/m3,  35mg/m3,2020-02-06 08:22:48
  30mg/m3,  35mg/m3,2020-02-06 08:22:53
  32mg/m3,  41mg/m3,2020-02-06 08:22:58
  32mg/m3,  41mg/m3,2020-02-06 08:23:03
  32mg/m3,  40mg/m3,2020-02-06 08:23:08
  32mg/m3,  41mg/m3,2020-02-06 08:23:13
  34mg/m3,  41mg/m3,2020-02-06 08:23:18
  34mg/m3,  40mg/m3,2020-02-06 08:23:23
  32mg/m3,  38mg/m3,2020-02-06 08:23:24
  33mg/m3,  40mg/m3,2020-02-06 08:23:28
  36mg/m3,  45mg/m3,2020-02-06 08:23:33
  35mg/m3,  44mg/m3,2020-02-06 08:23:38
  34mg/m3,  45mg/m3,2020-02-06 08:23:43
  34mg/m3,  44mg/m3,2020-02-06 08:23:48
  38mg/m3,  51mg/m3,2020-02-06 08:23:53
  46mg/m3,  62mg/m3,2020-02-06 08:23:58
  44mg/m3,  58mg/m3,2020-02-06 08:24:03
  40mg/m3,  52mg/m3,2020-02-06 08:24:08
  35mg/m3,  42mg/m3,2020-02-06 08:24:13
  54mg/m3,  72mg/m3,2020-02-06 08:24:18
  57mg/m3,  73mg/m3,2020-02-06 08:24:23
  44mg/m3,  56mg/m3,2020-02-06 08:24:28
  37mg/m3,  48mg/m3,2020-02-06 08:24:33
  36mg/m3,  47mg/m3,2020-02-06 08:24:38
  36mg/m3,  49mg/m3,2020-02-06 08:24:43
  36mg/m3,  48mg/m3,2020-02-06 08:24:48
  37mg/m3,  46mg/m3,2020-02-06 08:24:53
  36mg/m3,  45mg/m3,2020-02-06 08:24:58
  37mg/m3,  46mg/m3,2020-02-06 08:25:03
  34mg/m3,  43mg/m3,2020-02-06 08:25:08
  34mg/m3,  44mg/m3,2020-02-06 08:25:13
  35mg/m3,  45mg/m3,2020-02-06 08:25:18
  35mg/m3,  44mg/m3,2020-02-06 08:25:23
  35mg/m3,  43mg/m3,2020-02-06 08:25:28
  35mg/m3,  43mg/m3,2020-02-06 08:25:33
  36mg/m3,  45mg/m3,2020-02-06 08:25:38
  35mg/m3,  41mg/m3,2020-02-06 08:25:43
  35mg/m3,  41mg/m3,2020-02-06 08:25:48
  38mg/m3,  45mg/m3,2020-02-06 08:25:53
  38mg/m3,  46mg/m3,2020-02-06 08:25:58
  38mg/m3,  44mg/m3,2020-02-06 08:26:03
  39mg/m3,  45mg/m3,2020-02-06 08:26:08
  39mg/m3,  45mg/m3,2020-02-06 08:26:13
  38mg/m3,  44mg/m3,2020-02-06 08:26:18
  38mg/m3,  44mg/m3,2020-02-06 08:26:23
  37mg/m3,  45mg/m3,2020-02-06 08:26:28
  36mg/m3,  45mg/m3,2020-02-06 08:26:33
  35mg/m3,  43mg/m3,2020-02-06 08:26:38
  33mg/m3,  40mg/m3,2020-02-06 08:26:43
  30mg/m3,  35mg/m3,2020-02-06 08:26:48
  30mg/m3,  32mg/m3,2020-02-06 08:26:53
  30mg/m3,  31mg/m3,2020-02-06 08:26:58
  33mg/m3,  41mg/m3,2020-02-06 08:27:03
  34mg/m3,  43mg/m3,2020-02-06 08:27:08
  35mg/m3,  44mg/m3,2020-02-06 08:27:13
  33mg/m3,  40mg/m3,2020-02-06 08:27:18
  33mg/m3,  39mg/m3,2020-02-06 08:27:23
  34mg/m3,  39mg/m3,2020-02-06 08:27:28
  34mg/m3,  40mg/m3,2020-02-06 08:27:32
  33mg/m3,  39mg/m3,2020-02-06 08:27:33
  32mg/m3,  39mg/m3,2020-02-06 08:27:38
  33mg/m3,  40mg/m3,2020-02-06 08:27:43
  34mg/m3,  43mg/m3,2020-02-06 08:27:48
  32mg/m3,  39mg/m3,2020-02-06 08:27:53
  29mg/m3,  37mg/m3,2020-02-06 08:27:58
  29mg/m3,  36mg/m3,2020-02-06 08:28:03
  29mg/m3,  34mg/m3,2020-02-06 08:28:08
  37mg/m3,  46mg/m3,2020-02-06 08:28:13
  36mg/m3,  47mg/m3,2020-02-06 08:28:18
  29mg/m3,  34mg/m3,2020-02-06 08:28:23
  30mg/m3,  34mg/m3,2020-02-06 08:28:28
  30mg/m3,  35mg/m3,2020-02-06 08:28:33
  28mg/m3,  33mg/m3,2020-02-06 08:28:38
  27mg/m3,  31mg/m3,2020-02-06 08:28:43
  28mg/m3,  32mg/m3,2020-02-06 08:28:48
  30mg/m3,  36mg/m3,2020-02-06 08:28:53
  31mg/m3,  38mg/m3,2020-02-06 08:28:58
  32mg/m3,  37mg/m3,2020-02-06 08:29:03
  31mg/m3,  35mg/m3,2020-02-06 08:29:08
  29mg/m3,  32mg/m3,2020-02-06 08:29:13
  29mg/m3,  32mg/m3,2020-02-06 08:29:18
  29mg/m3,  33mg/m3,2020-02-06 08:29:23
  27mg/m3,  34mg/m3,2020-02-06 08:29:28
  26mg/m3,  35mg/m3,2020-02-06 08:29:33
  27mg/m3,  35mg/m3,2020-02-06 08:29:38
  26mg/m3,  32mg/m3,2020-02-06 08:29:43
  28mg/m3,  32mg/m3,2020-02-06 08:29:48
  30mg/m3,  32mg/m3,2020-02-06 08:29:53
  27mg/m3,  28mg/m3,2020-02-06 08:29:58
  26mg/m3,  28mg/m3,2020-02-06 08:30:03
  29mg/m3,  33mg/m3,2020-02-06 08:30:08
  29mg/m3,  36mg/m3,2020-02-06 08:30:13
  28mg/m3,  29mg/m3,2020-02-06 08:30:18
  27mg/m3,  30mg/m3,2020-02-06 08:30:23
  30mg/m3,  32mg/m3,2020-02-06 08:30:28
  30mg/m3,  36mg/m3,2020-02-06 08:30:33
  30mg/m3,  37mg/m3,2020-02-06 08:30:38
  27mg/m3,  31mg/m3,2020-02-06 08:30:43
  25mg/m3,  29mg/m3,2020-02-06 08:30:48
  26mg/m3,  30mg/m3,2020-02-06 08:30:53
  38mg/m3,  50mg/m3,2020-02-06 08:30:58
  41mg/m3,  53mg/m3,2020-02-06 08:31:03
  36mg/m3,  44mg/m3,2020-02-06 08:31:08
  30mg/m3,  36mg/m3,2020-02-06 08:31:13
  22mg/m3,  27mg/m3,2020-02-06 08:31:18
  22mg/m3,  24mg/m3,2020-02-06 08:31:23
  21mg/m3,  24mg/m3,2020-02-06 08:31:28
  22mg/m3,  26mg/m3,2020-02-06 08:31:33
  26mg/m3,  30mg/m3,2020-02-06 08:31:38
  30mg/m3,  33mg/m3,2020-02-06 08:31:43
  28mg/m3,  30mg/m3,2020-02-06 08:31:48
  29mg/m3,  30mg/m3,2020-02-06 08:31:53
  27mg/m3,  28mg/m3,2020-02-06 08:31:58
  28mg/m3,  29mg/m3,2020-02-06 08:32:03
  26mg/m3,  28mg/m3,2020-02-06 08:32:08
  25mg/m3,  26mg/m3,2020-02-06 08:32:13
  23mg/m3,  24mg/m3,2020-02-06 08:32:18
  20mg/m3,  21mg/m3,2020-02-06 08:32:23
  20mg/m3,  21mg/m3,2020-02-06 08:32:28
  18mg/m3,  19mg/m3,2020-02-06 08:32:33
  20mg/m3,  21mg/m3,2020-02-06 08:32:38
  23mg/m3,  26mg/m3,2020-02-06 08:32:43
  26mg/m3,  31mg/m3,2020-02-06 08:32:48
  28mg/m3,  35mg/m3,2020-02-06 08:32:53
  25mg/m3,  29mg/m3,2020-02-06 08:32:58
  27mg/m3,  30mg/m3,2020-02-06 08:33:03
  27mg/m3,  28mg/m3,2020-02-06 08:33:08
  25mg/m3,  27mg/m3,2020-02-06 08:33:13
  24mg/m3,  27mg/m3,2020-02-06 08:33:18
  23mg/m3,  28mg/m3,2020-02-06 08:33:23
  21mg/m3,  26mg/m3,2020-02-06 08:33:28
  20mg/m3,  26mg/m3,2020-02-06 08:33:33
  19mg/m3,  24mg/m3,2020-02-06 08:33:38
  17mg/m3,  23mg/m3,2020-02-06 08:33:43
  19mg/m3,  23mg/m3,2020-02-06 08:33:48
  20mg/m3,  23mg/m3,2020-02-06 08:33:53
  21mg/m3,  24mg/m3,2020-02-06 08:33:58
  22mg/m3,  24mg/m3,2020-02-06 08:34:03
  22mg/m3,  27mg/m3,2020-02-06 08:34:08
  24mg/m3,  29mg/m3,2020-02-06 08:34:13
  24mg/m3,  31mg/m3,2020-02-06 08:34:18
  23mg/m3,  33mg/m3,2020-02-06 08:34:23
  20mg/m3,  30mg/m3,2020-02-06 08:34:28
  18mg/m3,  28mg/m3,2020-02-06 08:34:33
  17mg/m3,  24mg/m3,2020-02-06 08:34:38
  16mg/m3,  21mg/m3,2020-02-06 08:34:43
  16mg/m3,  20mg/m3,2020-02-06 08:34:48
  20mg/m3,  21mg/m3,2020-02-06 08:34:53
  26mg/m3,  28mg/m3,2020-02-06 08:34:58
  29mg/m3,  32mg/m3,2020-02-06 08:35:03
  25mg/m3,  27mg/m3,2020-02-06 08:35:08
  22mg/m3,  23mg/m3,2020-02-06 08:35:13
  23mg/m3,  28mg/m3,2020-02-06 08:35:18
  24mg/m3,  27mg/m3,2020-02-06 08:35:23
  25mg/m3,  30mg/m3,2020-02-06 08:35:28
  26mg/m3,  31mg/m3,2020-02-06 08:35:33
  24mg/m3,  28mg/m3,2020-02-06 08:35:38
  24mg/m3,  28mg/m3,2020-02-06 08:35:43
  22mg/m3,  24mg/m3,2020-02-06 08:35:48
  21mg/m3,  22mg/m3,2020-02-06 08:35:53
  21mg/m3,  23mg/m3,2020-02-06 08:35:58
  20mg/m3,  23mg/m3,2020-02-06 08:36:03
  19mg/m3,  22mg/m3,2020-02-06 08:36:08
  20mg/m3,  22mg/m3,2020-02-06 08:36:13
  20mg/m3,  21mg/m3,2020-02-06 08:36:18
  21mg/m3,  24mg/m3,2020-02-06 08:36:23
  25mg/m3,  28mg/m3,2020-02-06 08:36:28
  25mg/m3,  27mg/m3,2020-02-06 08:36:33
  22mg/m3,  25mg/m3,2020-02-06 08:36:38
  25mg/m3,  28mg/m3,2020-02-06 08:36:43
  30mg/m3,  32mg/m3,2020-02-06 08:36:48
  29mg/m3,  30mg/m3,2020-02-06 08:36:53
  25mg/m3,  26mg/m3,2020-02-06 08:36:58
  19mg/m3,  21mg/m3,2020-02-06 08:37:03
  19mg/m3,  21mg/m3,2020-02-06 08:37:08
  19mg/m3,  22mg/m3,2020-02-06 08:37:13
  18mg/m3,  21mg/m3,2020-02-06 08:37:18
  20mg/m3,  23mg/m3,2020-02-06 08:37:23
  19mg/m3,  22mg/m3,2020-02-06 08:37:28
  18mg/m3,  20mg/m3,2020-02-06 08:37:33
  16mg/m3,  17mg/m3,2020-02-06 08:37:38
  17mg/m3,  18mg/m3,2020-02-06 08:37:43
  14mg/m3,  15mg/m3,2020-02-06 08:37:48
  14mg/m3,  15mg/m3,2020-02-06 08:37:53
  14mg/m3,  15mg/m3,2020-02-06 08:37:58
  15mg/m3,  16mg/m3,2020-02-06 08:38:03
  15mg/m3,  17mg/m3,2020-02-06 08:38:08
  15mg/m3,  18mg/m3,2020-02-06 08:38:13
  21mg/m3,  25mg/m3,2020-02-06 08:38:18
  25mg/m3,  28mg/m3,2020-02-06 08:38:23
  26mg/m3,  27mg/m3,2020-02-06 08:38:28
  23mg/m3,  24mg/m3,2020-02-06 08:38:33
  21mg/m3,  22mg/m3,2020-02-06 08:38:38
  20mg/m3,  21mg/m3,2020-02-06 08:38:43
  18mg/m3,  19mg/m3,2020-02-06 08:38:48
  18mg/m3,  19mg/m3,2020-02-06 08:38:53
  20mg/m3,  22mg/m3,2020-02-06 08:38:58
