PM2.5,PM10,Date&Time
  18mg/m3,  21mg/m3,2020-02-06 09:42:29
  16mg/m3,  19mg/m3,2020-02-06 09:42:34
  16mg/m3,  19mg/m3,2020-02-06 09:42:39
  16mg/m3,  20mg/m3,2020-02-06 09:42:44
  18mg/m3,  22mg/m3,2020-02-06 09:42:49
  20mg/m3,  24mg/m3,2020-02-06 09:42:54
  21mg/m3,  26mg/m3,2020-02-06 09:42:59
  21mg/m3,  28mg/m3,2020-02-06 09:43:04
  22mg/m3,  27mg/m3,2020-02-06 09:43:09
  21mg/m3,  27mg/m3,2020-02-06 09:43:14
  17mg/m3,  23mg/m3,2020-02-06 09:43:19
  21mg/m3,  25mg/m3,2020-02-06 09:43:24
  24mg/m3,  26mg/m3,2020-02-06 09:43:29
  28mg/m3,  29mg/m3,2020-02-06 09:43:34
  23mg/m3,  25mg/m3,2020-02-06 09:43:39
  20mg/m3,  22mg/m3,2020-02-06 09:43:44
  23mg/m3,  25mg/m3,2020-02-06 09:43:49
  25mg/m3,  28mg/m3,2020-02-06 09:43:54
  25mg/m3,  28mg/m3,2020-02-06 09:43:59
  27mg/m3,  28mg/m3,2020-02-06 09:44:04
  26mg/m3,  27mg/m3,2020-02-06 09:44:09
  24mg/m3,  28mg/m3,2020-02-06 09:44:14
  22mg/m3,  28mg/m3,2020-02-06 09:44:19
  22mg/m3,  27mg/m3,2020-02-06 09:44:24
  20mg/m3,  28mg/m3,2020-02-06 09:44:29
  20mg/m3,  28mg/m3,2020-02-06 09:44:34
  20mg/m3,  28mg/m3,2020-02-06 09:44:39
  20mg/m3,  27mg/m3,2020-02-06 09:44:44
  19mg/m3,  26mg/m3,2020-02-06 09:44:49
  22mg/m3,  26mg/m3,2020-02-06 09:44:54
  23mg/m3,  26mg/m3,2020-02-06 09:44:59
  23mg/m3,  27mg/m3,2020-02-06 09:45:04
  25mg/m3,  29mg/m3,2020-02-06 09:45:09
  26mg/m3,  31mg/m3,2020-02-06 09:45:14
  30mg/m3,  34mg/m3,2020-02-06 09:45:19
  31mg/m3,  38mg/m3,2020-02-06 09:45:24
  32mg/m3,  38mg/m3,2020-02-06 09:45:29
  32mg/m3,  40mg/m3,2020-02-06 09:45:34
  35mg/m3,  44mg/m3,2020-02-06 09:45:39
  36mg/m3,  45mg/m3,2020-02-06 09:45:44
  38mg/m3,  47mg/m3,2020-02-06 09:45:49
  35mg/m3,  42mg/m3,2020-02-06 09:45:54
  33mg/m3,  37mg/m3,2020-02-06 09:45:59
  30mg/m3,  33mg/m3,2020-02-06 09:46:04
  28mg/m3,  30mg/m3,2020-02-06 09:46:09
  25mg/m3,  29mg/m3,2020-02-06 09:46:14
  26mg/m3,  32mg/m3,2020-02-06 09:46:19
  26mg/m3,  32mg/m3,2020-02-06 09:46:24
  27mg/m3,  31mg/m3,2020-02-06 09:46:29
  27mg/m3,  32mg/m3,2020-02-06 09:46:34
  26mg/m3,  30mg/m3,2020-02-06 09:46:39
  25mg/m3,  28mg/m3,2020-02-06 09:46:44
  24mg/m3,  28mg/m3,2020-02-06 09:46:49
  24mg/m3,  26mg/m3,2020-02-06 09:46:54
  22mg/m3,  25mg/m3,2020-02-06 09:46:59
  25mg/m3,  26mg/m3,2020-02-06 09:47:04
  25mg/m3,  27mg/m3,2020-02-06 09:47:09
  22mg/m3,  27mg/m3,2020-02-06 09:47:14
  24mg/m3,  29mg/m3,2020-02-06 09:47:19
  27mg/m3,  34mg/m3,2020-02-06 09:47:24
  34mg/m3,  42mg/m3,2020-02-06 09:47:29
  34mg/m3,  41mg/m3,2020-02-06 09:47:34
  34mg/m3,  40mg/m3,2020-02-06 09:47:39
  31mg/m3,  34mg/m3,2020-02-06 09:47:44
  30mg/m3,  34mg/m3,2020-02-06 09:47:49
  29mg/m3,  33mg/m3,2020-02-06 09:47:54
  32mg/m3,  38mg/m3,2020-02-06 09:47:59
  43mg/m3,  53mg/m3,2020-02-06 09:48:04
  40mg/m3,  51mg/m3,2020-02-06 09:48:09
  35mg/m3,  44mg/m3,2020-02-06 09:48:14
  32mg/m3,  36mg/m3,2020-02-06 09:48:19
  29mg/m3,  32mg/m3,2020-02-06 09:48:24
  25mg/m3,  26mg/m3,2020-02-06 09:48:29
  26mg/m3,  27mg/m3,2020-02-06 09:48:34
  26mg/m3,  28mg/m3,2020-02-06 09:48:39
  26mg/m3,  29mg/m3,2020-02-06 09:48:44
  29mg/m3,  32mg/m3,2020-02-06 09:48:49
  29mg/m3,  35mg/m3,2020-02-06 09:48:54
  29mg/m3,  35mg/m3,2020-02-06 09:48:59
  29mg/m3,  33mg/m3,2020-02-06 09:49:04
  28mg/m3,  32mg/m3,2020-02-06 09:49:09
  26mg/m3,  30mg/m3,2020-02-06 09:49:14
  25mg/m3,  26mg/m3,2020-02-06 09:49:19
  23mg/m3,  24mg/m3,2020-02-06 09:49:24
  22mg/m3,  23mg/m3,2020-02-06 09:49:29
  22mg/m3,  23mg/m3,2020-02-06 09:49:34
  22mg/m3,  23mg/m3,2020-02-06 09:49:39
  23mg/m3,  24mg/m3,2020-02-06 09:49:44
  28mg/m3,  30mg/m3,2020-02-06 09:49:49
  30mg/m3,  32mg/m3,2020-02-06 09:49:54
  26mg/m3,  27mg/m3,2020-02-06 09:49:59
  26mg/m3,  28mg/m3,2020-02-06 09:50:04
  30mg/m3,  35mg/m3,2020-02-06 09:50:09
  32mg/m3,  38mg/m3,2020-02-06 09:50:14
  32mg/m3,  37mg/m3,2020-02-06 09:50:19
  32mg/m3,  37mg/m3,2020-02-06 09:50:24
  32mg/m3,  37mg/m3,2020-02-06 09:50:29
  31mg/m3,  36mg/m3,2020-02-06 09:50:34
  30mg/m3,  32mg/m3,2020-02-06 09:50:39
  28mg/m3,  29mg/m3,2020-02-06 09:50:44
  28mg/m3,  29mg/m3,2020-02-06 09:50:49
  30mg/m3,  31mg/m3,2020-02-06 09:50:54
  28mg/m3,  31mg/m3,2020-02-06 09:50:59
  23mg/m3,  27mg/m3,2020-02-06 09:51:04
  23mg/m3,  27mg/m3,2020-02-06 09:51:09
  23mg/m3,  29mg/m3,2020-02-06 09:51:14
  20mg/m3,  23mg/m3,2020-02-06 09:51:19
  21mg/m3,  26mg/m3,2020-02-06 09:51:24
  21mg/m3,  28mg/m3,2020-02-06 09:51:29
  20mg/m3,  27mg/m3,2020-02-06 09:51:34
  21mg/m3,  29mg/m3,2020-02-06 09:51:39
  23mg/m3,  29mg/m3,2020-02-06 09:51:44
  24mg/m3,  28mg/m3,2020-02-06 09:51:49
  24mg/m3,  29mg/m3,2020-02-06 09:51:54
  24mg/m3,  28mg/m3,2020-02-06 09:51:59
  27mg/m3,  28mg/m3,2020-02-06 09:52:04
  28mg/m3,  29mg/m3,2020-02-06 09:52:09
  24mg/m3,  27mg/m3,2020-02-06 09:52:14
  26mg/m3,  30mg/m3,2020-02-06 09:52:19
  24mg/m3,  27mg/m3,2020-02-06 09:52:24
  23mg/m3,  25mg/m3,2020-02-06 09:52:29
  23mg/m3,  24mg/m3,2020-02-06 09:52:34
  24mg/m3,  25mg/m3,2020-02-06 09:52:39
  25mg/m3,  26mg/m3,2020-02-06 09:52:44
  23mg/m3,  26mg/m3,2020-02-06 09:52:49
  24mg/m3,  25mg/m3,2020-02-06 09:52:54
  23mg/m3,  24mg/m3,2020-02-06 09:52:59
  22mg/m3,  23mg/m3,2020-02-06 09:53:04
  21mg/m3,  22mg/m3,2020-02-06 09:53:09
  22mg/m3,  23mg/m3,2020-02-06 09:53:14
  21mg/m3,  22mg/m3,2020-02-06 09:53:19
  20mg/m3,  21mg/m3,2020-02-06 09:53:24
  20mg/m3,  21mg/m3,2020-02-06 09:53:29
  20mg/m3,  21mg/m3,2020-02-06 09:53:34
  22mg/m3,  25mg/m3,2020-02-06 09:53:39
  24mg/m3,  27mg/m3,2020-02-06 09:53:44
  25mg/m3,  28mg/m3,2020-02-06 09:53:49
  24mg/m3,  27mg/m3,2020-02-06 09:53:54
  25mg/m3,  30mg/m3,2020-02-06 09:53:59
  24mg/m3,  29mg/m3,2020-02-06 09:54:04
  25mg/m3,  31mg/m3,2020-02-06 09:54:09
  26mg/m3,  29mg/m3,2020-02-06 09:54:14
  28mg/m3,  29mg/m3,2020-02-06 09:54:19
  28mg/m3,  29mg/m3,2020-02-06 09:54:24
  27mg/m3,  28mg/m3,2020-02-06 09:54:29
  26mg/m3,  27mg/m3,2020-02-06 09:54:34
  25mg/m3,  26mg/m3,2020-02-06 09:54:39
  23mg/m3,  24mg/m3,2020-02-06 09:54:44
  22mg/m3,  24mg/m3,2020-02-06 09:54:49
  26mg/m3,  27mg/m3,2020-02-06 09:54:54
  25mg/m3,  26mg/m3,2020-02-06 09:54:59
  26mg/m3,  27mg/m3,2020-02-06 09:55:04
  18mg/m3,  19mg/m3,2020-02-06 09:55:09
  22mg/m3,  24mg/m3,2020-02-06 09:55:14
  21mg/m3,  23mg/m3,2020-02-06 09:55:19
  19mg/m3,  20mg/m3,2020-02-06 09:55:24
  17mg/m3,  18mg/m3,2020-02-06 09:55:29
  16mg/m3,  19mg/m3,2020-02-06 09:55:34
  18mg/m3,  20mg/m3,2020-02-06 09:55:39
  18mg/m3,  23mg/m3,2020-02-06 09:55:44
  19mg/m3,  24mg/m3,2020-02-06 09:55:49
  18mg/m3,  23mg/m3,2020-02-06 09:55:54
  19mg/m3,  23mg/m3,2020-02-06 09:55:59
  21mg/m3,  23mg/m3,2020-02-06 09:56:04
  21mg/m3,  22mg/m3,2020-02-06 09:56:09
  23mg/m3,  24mg/m3,2020-02-06 09:56:14
  24mg/m3,  25mg/m3,2020-02-06 09:56:19
  23mg/m3,  24mg/m3,2020-02-06 09:56:24
  22mg/m3,  23mg/m3,2020-02-06 09:56:29
  23mg/m3,  25mg/m3,2020-02-06 09:56:34
  20mg/m3,  23mg/m3,2020-02-06 09:56:39
  21mg/m3,  23mg/m3,2020-02-06 09:56:44
  23mg/m3,  25mg/m3,2020-02-06 09:56:49
  24mg/m3,  26mg/m3,2020-02-06 09:56:54
  24mg/m3,  26mg/m3,2020-02-06 09:56:59
  24mg/m3,  28mg/m3,2020-02-06 09:57:04
  22mg/m3,  27mg/m3,2020-02-06 09:57:09
  24mg/m3,  29mg/m3,2020-02-06 09:57:14
  30mg/m3,  33mg/m3,2020-02-06 09:57:19
  29mg/m3,  33mg/m3,2020-02-06 09:57:24
  30mg/m3,  33mg/m3,2020-02-06 09:57:29
  30mg/m3,  33mg/m3,2020-02-06 09:57:34
  27mg/m3,  28mg/m3,2020-02-06 09:57:39
  25mg/m3,  26mg/m3,2020-02-06 09:57:44
  21mg/m3,  26mg/m3,2020-02-06 09:57:49
  25mg/m3,  31mg/m3,2020-02-06 09:57:54
  23mg/m3,  27mg/m3,2020-02-06 09:57:59
  29mg/m3,  32mg/m3,2020-02-06 09:58:04
  28mg/m3,  29mg/m3,2020-02-06 09:58:09
  27mg/m3,  28mg/m3,2020-02-06 09:58:14
  26mg/m3,  29mg/m3,2020-02-06 09:58:19
  26mg/m3,  29mg/m3,2020-02-06 09:58:24
  24mg/m3,  27mg/m3,2020-02-06 09:58:29
  24mg/m3,  28mg/m3,2020-02-06 09:58:34
  23mg/m3,  26mg/m3,2020-02-06 09:58:39
  23mg/m3,  26mg/m3,2020-02-06 09:58:44
  22mg/m3,  25mg/m3,2020-02-06 09:58:49
  22mg/m3,  26mg/m3,2020-02-06 09:58:54
  23mg/m3,  25mg/m3,2020-02-06 09:58:59
  23mg/m3,  26mg/m3,2020-02-06 09:59:04
  22mg/m3,  29mg/m3,2020-02-06 09:59:09
  23mg/m3,  30mg/m3,2020-02-06 09:59:14
  24mg/m3,  29mg/m3,2020-02-06 09:59:19
  24mg/m3,  29mg/m3,2020-02-06 09:59:24
  23mg/m3,  28mg/m3,2020-02-06 09:59:29
  23mg/m3,  27mg/m3,2020-02-06 09:59:34
  27mg/m3,  29mg/m3,2020-02-06 09:59:39
  28mg/m3,  29mg/m3,2020-02-06 09:59:44
  28mg/m3,  30mg/m3,2020-02-06 09:59:49
  26mg/m3,  29mg/m3,2020-02-06 09:59:54
  23mg/m3,  27mg/m3,2020-02-06 09:59:59
  23mg/m3,  26mg/m3,2020-02-06 10:00:04
  22mg/m3,  26mg/m3,2020-02-06 10:00:09
  18mg/m3,  21mg/m3,2020-02-06 10:00:14
  19mg/m3,  23mg/m3,2020-02-06 10:00:19
  21mg/m3,  23mg/m3,2020-02-06 10:00:24
  22mg/m3,  25mg/m3,2020-02-06 10:00:29
  23mg/m3,  24mg/m3,2020-02-06 10:00:34
  22mg/m3,  23mg/m3,2020-02-06 10:00:39
  21mg/m3,  22mg/m3,2020-02-06 10:00:44
  19mg/m3,  20mg/m3,2020-02-06 10:00:49
  20mg/m3,  21mg/m3,2020-02-06 10:00:54
  20mg/m3,  21mg/m3,2020-02-06 10:00:59
  21mg/m3,  22mg/m3,2020-02-06 10:01:04
  21mg/m3,  22mg/m3,2020-02-06 10:01:09
  20mg/m3,  23mg/m3,2020-02-06 10:01:14
  20mg/m3,  23mg/m3,2020-02-06 10:01:19
  18mg/m3,  21mg/m3,2020-02-06 10:01:24
  18mg/m3,  21mg/m3,2020-02-06 10:01:29
  17mg/m3,  20mg/m3,2020-02-06 10:01:34
  18mg/m3,  19mg/m3,2020-02-06 10:01:39
  18mg/m3,  19mg/m3,2020-02-06 10:01:44
  16mg/m3,  17mg/m3,2020-02-06 10:01:49
  18mg/m3,  20mg/m3,2020-02-06 10:01:54
  17mg/m3,  19mg/m3,2020-02-06 10:01:59
  16mg/m3,  18mg/m3,2020-02-06 10:02:04
  24mg/m3,  26mg/m3,2020-02-06 10:02:09
  29mg/m3,  30mg/m3,2020-02-06 10:02:14
  24mg/m3,  25mg/m3,2020-02-06 10:02:19
  23mg/m3,  24mg/m3,2020-02-06 10:02:24
  23mg/m3,  24mg/m3,2020-02-06 10:02:29
  21mg/m3,  22mg/m3,2020-02-06 10:02:34
  18mg/m3,  21mg/m3,2020-02-06 10:02:39
  20mg/m3,  23mg/m3,2020-02-06 10:02:44
  20mg/m3,  24mg/m3,2020-02-06 10:02:49
  21mg/m3,  24mg/m3,2020-02-06 10:02:54
  21mg/m3,  25mg/m3,2020-02-06 10:02:59
  18mg/m3,  21mg/m3,2020-02-06 10:03:04
  18mg/m3,  22mg/m3,2020-02-06 10:03:09
  18mg/m3,  20mg/m3,2020-02-06 10:03:14
  18mg/m3,  19mg/m3,2020-02-06 10:03:19
  18mg/m3,  19mg/m3,2020-02-06 10:03:24
  16mg/m3,  17mg/m3,2020-02-06 10:03:29
  17mg/m3,  18mg/m3,2020-02-06 10:03:34
  17mg/m3,  19mg/m3,2020-02-06 10:03:39
  17mg/m3,  19mg/m3,2020-02-06 10:03:44
  18mg/m3,  20mg/m3,2020-02-06 10:03:49
  19mg/m3,  20mg/m3,2020-02-06 10:03:54
  19mg/m3,  20mg/m3,2020-02-06 10:03:59
  17mg/m3,  18mg/m3,2020-02-06 10:04:04
  21mg/m3,  22mg/m3,2020-02-06 10:04:09
  24mg/m3,  26mg/m3,2020-02-06 10:04:14
  23mg/m3,  24mg/m3,2020-02-06 10:04:19
  22mg/m3,  23mg/m3,2020-02-06 10:04:24
  23mg/m3,  24mg/m3,2020-02-06 10:04:29
  19mg/m3,  22mg/m3,2020-02-06 10:04:34
  19mg/m3,  20mg/m3,2020-02-06 10:04:39
  18mg/m3,  19mg/m3,2020-02-06 10:04:44
  20mg/m3,  21mg/m3,2020-02-06 10:04:49
  19mg/m3,  20mg/m3,2020-02-06 10:04:54
  20mg/m3,  21mg/m3,2020-02-06 10:04:59
  22mg/m3,  23mg/m3,2020-02-06 10:05:04
  24mg/m3,  25mg/m3,2020-02-06 10:05:09
  22mg/m3,  23mg/m3,2020-02-06 10:05:14
  24mg/m3,  28mg/m3,2020-02-06 10:05:19
  23mg/m3,  29mg/m3,2020-02-06 10:05:24
  24mg/m3,  28mg/m3,2020-02-06 10:05:29
  22mg/m3,  27mg/m3,2020-02-06 10:05:34
  24mg/m3,  29mg/m3,2020-02-06 10:05:39
  22mg/m3,  24mg/m3,2020-02-06 10:05:44
  23mg/m3,  24mg/m3,2020-02-06 10:05:49
  24mg/m3,  28mg/m3,2020-02-06 10:05:54
  25mg/m3,  29mg/m3,2020-02-06 10:05:59
  25mg/m3,  30mg/m3,2020-02-06 10:06:04
  25mg/m3,  31mg/m3,2020-02-06 10:06:09
  25mg/m3,  31mg/m3,2020-02-06 10:06:14
  25mg/m3,  30mg/m3,2020-02-06 10:06:19
  24mg/m3,  28mg/m3,2020-02-06 10:06:24
  22mg/m3,  24mg/m3,2020-02-06 10:06:29
  21mg/m3,  22mg/m3,2020-02-06 10:06:34
  22mg/m3,  23mg/m3,2020-02-06 10:06:39
  21mg/m3,  22mg/m3,2020-02-06 10:06:44
  19mg/m3,  21mg/m3,2020-02-06 10:06:49
  20mg/m3,  23mg/m3,2020-02-06 10:06:54
  19mg/m3,  23mg/m3,2020-02-06 10:06:59
  19mg/m3,  23mg/m3,2020-02-06 10:07:04
  19mg/m3,  23mg/m3,2020-02-06 10:07:09
  21mg/m3,  24mg/m3,2020-02-06 10:07:14
  21mg/m3,  23mg/m3,2020-02-06 10:07:19
  20mg/m3,  23mg/m3,2020-02-06 10:07:24
  20mg/m3,  22mg/m3,2020-02-06 10:07:29
  26mg/m3,  28mg/m3,2020-02-06 10:07:34
  31mg/m3,  32mg/m3,2020-02-06 10:07:39
  29mg/m3,  30mg/m3,2020-02-06 10:07:44
  27mg/m3,  30mg/m3,2020-02-06 10:07:49
  25mg/m3,  29mg/m3,2020-02-06 10:07:54
  22mg/m3,  26mg/m3,2020-02-06 10:07:59
  23mg/m3,  28mg/m3,2020-02-06 10:08:04
  25mg/m3,  26mg/m3,2020-02-06 10:08:09
  25mg/m3,  26mg/m3,2020-02-06 10:08:14
  22mg/m3,  24mg/m3,2020-02-06 10:08:19
  21mg/m3,  22mg/m3,2020-02-06 10:08:24
  25mg/m3,  26mg/m3,2020-02-06 10:08:29
  25mg/m3,  29mg/m3,2020-02-06 10:08:34
  26mg/m3,  30mg/m3,2020-02-06 10:08:39
  26mg/m3,  30mg/m3,2020-02-06 10:08:44
  25mg/m3,  29mg/m3,2020-02-06 10:08:49
  21mg/m3,  25mg/m3,2020-02-06 10:08:54
  19mg/m3,  21mg/m3,2020-02-06 10:08:59
  20mg/m3,  21mg/m3,2020-02-06 10:09:04
  20mg/m3,  21mg/m3,2020-02-06 10:09:09
  19mg/m3,  20mg/m3,2020-02-06 10:09:14
  19mg/m3,  21mg/m3,2020-02-06 10:09:19
  21mg/m3,  22mg/m3,2020-02-06 10:09:24
  20mg/m3,  22mg/m3,2020-02-06 10:09:29
  20mg/m3,  22mg/m3,2020-02-06 10:09:34
  20mg/m3,  21mg/m3,2020-02-06 10:09:39
  20mg/m3,  22mg/m3,2020-02-06 10:09:44
  20mg/m3,  22mg/m3,2020-02-06 10:09:49
  19mg/m3,  21mg/m3,2020-02-06 10:09:54
  20mg/m3,  21mg/m3,2020-02-06 10:09:59
  20mg/m3,  21mg/m3,2020-02-06 10:10:04
  19mg/m3,  20mg/m3,2020-02-06 10:10:09
  18mg/m3,  19mg/m3,2020-02-06 10:10:14
  18mg/m3,  20mg/m3,2020-02-06 10:10:19
  18mg/m3,  21mg/m3,2020-02-06 10:10:24
  20mg/m3,  26mg/m3,2020-02-06 10:10:29
  20mg/m3,  24mg/m3,2020-02-06 10:10:34
  18mg/m3,  21mg/m3,2020-02-06 10:10:39
  18mg/m3,  21mg/m3,2020-02-06 10:10:44
  19mg/m3,  21mg/m3,2020-02-06 10:10:49
  21mg/m3,  22mg/m3,2020-02-06 10:10:54
  20mg/m3,  21mg/m3,2020-02-06 10:10:59
  22mg/m3,  23mg/m3,2020-02-06 10:11:04
  22mg/m3,  24mg/m3,2020-02-06 10:11:09
  20mg/m3,  21mg/m3,2020-02-06 10:11:14
  20mg/m3,  21mg/m3,2020-02-06 10:11:19
  21mg/m3,  22mg/m3,2020-02-06 10:11:24
  20mg/m3,  22mg/m3,2020-02-06 10:11:29
  20mg/m3,  22mg/m3,2020-02-06 10:11:34
  23mg/m3,  26mg/m3,2020-02-06 10:11:39
  24mg/m3,  29mg/m3,2020-02-06 10:11:44
  23mg/m3,  29mg/m3,2020-02-06 10:11:49
  19mg/m3,  23mg/m3,2020-02-06 10:11:54
  17mg/m3,  20mg/m3,2020-02-06 10:11:59
  16mg/m3,  19mg/m3,2020-02-06 10:12:04
  15mg/m3,  17mg/m3,2020-02-06 10:12:09
  13mg/m3,  14mg/m3,2020-02-06 10:12:14
  14mg/m3,  15mg/m3,2020-02-06 10:12:19
  16mg/m3,  17mg/m3,2020-02-06 10:12:24
  17mg/m3,  18mg/m3,2020-02-06 10:12:29
  18mg/m3,  19mg/m3,2020-02-06 10:12:34
  19mg/m3,  20mg/m3,2020-02-06 10:12:39
  20mg/m3,  21mg/m3,2020-02-06 10:12:44
  20mg/m3,  21mg/m3,2020-02-06 10:12:49
  19mg/m3,  20mg/m3,2020-02-06 10:12:54
  19mg/m3,  21mg/m3,2020-02-06 10:12:59
  18mg/m3,  21mg/m3,2020-02-06 10:13:04
  18mg/m3,  21mg/m3,2020-02-06 10:13:09
  17mg/m3,  21mg/m3,2020-02-06 10:13:14
  17mg/m3,  21mg/m3,2020-02-06 10:13:19
  17mg/m3,  19mg/m3,2020-02-06 10:13:24
  17mg/m3,  18mg/m3,2020-02-06 10:13:29
  19mg/m3,  20mg/m3,2020-02-06 10:13:34
  20mg/m3,  21mg/m3,2020-02-06 10:13:39
  17mg/m3,  19mg/m3,2020-02-06 10:13:44
  18mg/m3,  21mg/m3,2020-02-06 10:13:49
  19mg/m3,  22mg/m3,2020-02-06 10:13:54
  18mg/m3,  21mg/m3,2020-02-06 10:13:59
  18mg/m3,  21mg/m3,2020-02-06 10:14:04
  18mg/m3,  21mg/m3,2020-02-06 10:14:09
  19mg/m3,  21mg/m3,2020-02-06 10:14:14
  24mg/m3,  27mg/m3,2020-02-06 10:14:19
  25mg/m3,  27mg/m3,2020-02-06 10:14:24
  23mg/m3,  24mg/m3,2020-02-06 10:14:29
  20mg/m3,  22mg/m3,2020-02-06 10:14:34
  20mg/m3,  21mg/m3,2020-02-06 10:14:39
  18mg/m3,  19mg/m3,2020-02-06 10:14:44
  18mg/m3,  20mg/m3,2020-02-06 10:14:49
  20mg/m3,  21mg/m3,2020-02-06 10:14:54
  20mg/m3,  22mg/m3,2020-02-06 10:14:59
  19mg/m3,  20mg/m3,2020-02-06 10:15:04
  20mg/m3,  21mg/m3,2020-02-06 10:15:09
  19mg/m3,  20mg/m3,2020-02-06 10:15:14
  18mg/m3,  20mg/m3,2020-02-06 10:15:19
  16mg/m3,  17mg/m3,2020-02-06 10:15:24
  16mg/m3,  17mg/m3,2020-02-06 10:15:29
  15mg/m3,  17mg/m3,2020-02-06 10:15:34
  14mg/m3,  16mg/m3,2020-02-06 10:15:39
  14mg/m3,  15mg/m3,2020-02-06 10:15:44
  14mg/m3,  15mg/m3,2020-02-06 10:15:49
  13mg/m3,  15mg/m3,2020-02-06 10:15:54
  14mg/m3,  15mg/m3,2020-02-06 10:15:59
  17mg/m3,  18mg/m3,2020-02-06 10:16:04
  16mg/m3,  17mg/m3,2020-02-06 10:16:09
  17mg/m3,  18mg/m3,2020-02-06 10:16:14
  22mg/m3,  23mg/m3,2020-02-06 10:16:19
  23mg/m3,  26mg/m3,2020-02-06 10:16:24
  20mg/m3,  22mg/m3,2020-02-06 10:16:29
  19mg/m3,  20mg/m3,2020-02-06 10:16:34
  16mg/m3,  17mg/m3,2020-02-06 10:16:39
  20mg/m3,  21mg/m3,2020-02-06 10:16:44
  23mg/m3,  24mg/m3,2020-02-06 10:16:49
  21mg/m3,  23mg/m3,2020-02-06 10:16:54
  20mg/m3,  21mg/m3,2020-02-06 10:16:59
  21mg/m3,  22mg/m3,2020-02-06 10:17:04
  20mg/m3,  26mg/m3,2020-02-06 10:17:09
  21mg/m3,  27mg/m3,2020-02-06 10:17:14
  24mg/m3,  25mg/m3,2020-02-06 10:17:19
  24mg/m3,  25mg/m3,2020-02-06 10:17:24
  23mg/m3,  24mg/m3,2020-02-06 10:17:29
  21mg/m3,  22mg/m3,2020-02-06 10:17:34
  19mg/m3,  20mg/m3,2020-02-06 10:17:39
  17mg/m3,  18mg/m3,2020-02-06 10:17:44
  16mg/m3,  19mg/m3,2020-02-06 10:17:49
  16mg/m3,  18mg/m3,2020-02-06 10:17:54
  17mg/m3,  18mg/m3,2020-02-06 10:17:59
  17mg/m3,  18mg/m3,2020-02-06 10:18:04
  17mg/m3,  19mg/m3,2020-02-06 10:18:09
  16mg/m3,  17mg/m3,2020-02-06 10:18:14
  16mg/m3,  17mg/m3,2020-02-06 10:18:19
  17mg/m3,  18mg/m3,2020-02-06 10:18:24
  15mg/m3,  16mg/m3,2020-02-06 10:18:29
  17mg/m3,  18mg/m3,2020-02-06 10:18:34
  17mg/m3,  18mg/m3,2020-02-06 10:18:39
  17mg/m3,  18mg/m3,2020-02-06 10:18:44
  16mg/m3,  17mg/m3,2020-02-06 10:18:49
  20mg/m3,  21mg/m3,2020-02-06 10:18:54
  18mg/m3,  19mg/m3,2020-02-06 10:18:59
  19mg/m3,  20mg/m3,2020-02-06 10:19:04
  19mg/m3,  20mg/m3,2020-02-06 10:19:09
  18mg/m3,  19mg/m3,2020-02-06 10:19:14
  16mg/m3,  17mg/m3,2020-02-06 10:19:19
  16mg/m3,  18mg/m3,2020-02-06 10:19:24
  18mg/m3,  20mg/m3,2020-02-06 10:19:29
  18mg/m3,  19mg/m3,2020-02-06 10:19:34
  19mg/m3,  20mg/m3,2020-02-06 10:19:39
  20mg/m3,  22mg/m3,2020-02-06 10:19:44
  20mg/m3,  21mg/m3,2020-02-06 10:19:49
  21mg/m3,  22mg/m3,2020-02-06 10:19:54
  20mg/m3,  21mg/m3,2020-02-06 10:19:59
  20mg/m3,  21mg/m3,2020-02-06 10:20:04
  18mg/m3,  19mg/m3,2020-02-06 10:20:09
  18mg/m3,  19mg/m3,2020-02-06 10:20:14
  17mg/m3,  18mg/m3,2020-02-06 10:20:19
  17mg/m3,  18mg/m3,2020-02-06 10:20:24
  16mg/m3,  19mg/m3,2020-02-06 10:20:29
  17mg/m3,  18mg/m3,2020-02-06 10:20:34
  16mg/m3,  17mg/m3,2020-02-06 10:20:39
  16mg/m3,  18mg/m3,2020-02-06 10:20:44
  17mg/m3,  22mg/m3,2020-02-06 10:20:49
  18mg/m3,  23mg/m3,2020-02-06 10:20:54
  20mg/m3,  21mg/m3,2020-02-06 10:20:59
  22mg/m3,  23mg/m3,2020-02-06 10:21:04
  21mg/m3,  22mg/m3,2020-02-06 10:21:09
  20mg/m3,  21mg/m3,2020-02-06 10:21:14
  21mg/m3,  22mg/m3,2020-02-06 10:21:19
  20mg/m3,  21mg/m3,2020-02-06 10:21:24
  17mg/m3,  18mg/m3,2020-02-06 10:21:29
  17mg/m3,  18mg/m3,2020-02-06 10:21:34
  18mg/m3,  19mg/m3,2020-02-06 10:21:39
  18mg/m3,  19mg/m3,2020-02-06 10:21:44
  18mg/m3,  19mg/m3,2020-02-06 10:21:49
  19mg/m3,  21mg/m3,2020-02-06 10:21:54
  20mg/m3,  21mg/m3,2020-02-06 10:21:59
  18mg/m3,  19mg/m3,2020-02-06 10:22:04
  17mg/m3,  18mg/m3,2020-02-06 10:22:09
  16mg/m3,  17mg/m3,2020-02-06 10:22:14
  17mg/m3,  18mg/m3,2020-02-06 10:22:19
  18mg/m3,  19mg/m3,2020-02-06 10:22:24
  18mg/m3,  19mg/m3,2020-02-06 10:22:29
  19mg/m3,  20mg/m3,2020-02-06 10:22:34
