STATE,SHOW,UNIT,TIME
    NULL,0,       PPM,23/05/2023 21:45
    NULL,0,       PPM,23/05/2023 21:46
    NULL,0,       PPM,23/05/2023 21:46
    NULL,0,       PPM,23/05/2023 21:47
    NULL,0,       PPM,23/05/2023 21:47
    NULL,0,       PPM,23/05/2023 21:48
    NULL,0,       PPM,23/05/2023 21:48
    NULL,0,       PPM,23/05/2023 21:49
    NULL,0,       PPM,23/05/2023 21:49
    NULL,0,       PPM,23/05/2023 21:50
    NULL,0,       PPM,23/05/2023 21:50
    NULL,0,       PPM,23/05/2023 21:51
    NULL,0,       PPM,23/05/2023 21:51
    NULL,0,       PPM,23/05/2023 21:52
    NULL,0,       PPM,23/05/2023 21:52
    NULL,0,       PPM,23/05/2023 21:53
    NULL,0,       PPM,23/05/2023 21:53
    NULL,0,       PPM,23/05/2023 21:54
    NULL,0,       PPM,23/05/2023 21:54
    NULL,0,       PPM,23/05/2023 21:55
    NULL,0,       PPM,23/05/2023 21:55
    NULL,0,       PPM,23/05/2023 21:56
    NULL,0,       PPM,23/05/2023 21:56
    NULL,0,       PPM,23/05/2023 21:57
    NULL,0,       PPM,23/05/2023 21:57
    NULL,0,       PPM,23/05/2023 21:58
    NULL,0,       PPM,23/05/2023 21:59
    NULL,0,       PPM,23/05/2023 21:59
    NULL,0,       PPM,23/05/2023 22:00
    NULL,0,       PPM,23/05/2023 22:00
    NULL,0,       PPM,23/05/2023 22:01
    NULL,0,       PPM,23/05/2023 22:01
    NULL,0,       PPM,23/05/2023 22:02
    NULL,0,       PPM,23/05/2023 22:02
    NULL,0,       PPM,23/05/2023 22:03
    NULL,0,       PPM,23/05/2023 22:03
    NULL,0,       PPM,23/05/2023 22:04
    NULL,0,       PPM,23/05/2023 22:04
    NULL,0,       PPM,23/05/2023 22:05
    NULL,0,       PPM,23/05/2023 22:05
    NULL,0,       PPM,23/05/2023 22:06
    NULL,0,       PPM,23/05/2023 22:06
    NULL,0,       PPM,23/05/2023 22:07
    NULL,0,       PPM,23/05/2023 22:07
    NULL,0,       PPM,23/05/2023 22:08
    NULL,0,       PPM,23/05/2023 22:08
    NULL,0,       PPM,23/05/2023 22:09
    NULL,0,       PPM,23/05/2023 22:09
    NULL,0,       PPM,23/05/2023 22:10
    NULL,0,       PPM,23/05/2023 22:10
    NULL,0,       PPM,23/05/2023 22:11
    NULL,0,       PPM,23/05/2023 22:11
    NULL,0,       PPM,23/05/2023 22:12
    NULL,0,       PPM,23/05/2023 22:12
    NULL,0,       PPM,23/05/2023 22:13
    NULL,0,       PPM,23/05/2023 22:14
    NULL,0,       PPM,23/05/2023 22:14
    NULL,0,       PPM,23/05/2023 22:15
    NULL,0,       PPM,23/05/2023 22:15
    NULL,0,       PPM,23/05/2023 22:16
    NULL,0,       PPM,23/05/2023 22:16
    NULL,0,       PPM,23/05/2023 22:17
    NULL,0,       PPM,23/05/2023 22:17
    NULL,0,       PPM,23/05/2023 22:18
    NULL,0,       PPM,23/05/2023 22:18
    NULL,0,       PPM,23/05/2023 22:19
    NULL,0,       PPM,23/05/2023 22:19
    NULL,0,       PPM,23/05/2023 22:20
    NULL,0,       PPM,23/05/2023 22:20
    NULL,0,       PPM,23/05/2023 22:21
    NULL,0,       PPM,23/05/2023 22:21
    NULL,0,       PPM,23/05/2023 22:22
    NULL,0,       PPM,23/05/2023 22:22
    NULL,0,       PPM,23/05/2023 22:23
    NULL,0,       PPM,23/05/2023 22:23
    NULL,0,       PPM,23/05/2023 22:24
    NULL,0,       PPM,23/05/2023 22:24
    NULL,0,       PPM,23/05/2023 22:25
    NULL,0,       PPM,23/05/2023 22:25
    NULL,0,       PPM,23/05/2023 22:26
    NULL,0,       PPM,23/05/2023 22:26
    NULL,0,       PPM,23/05/2023 22:27
    NULL,0,       PPM,23/05/2023 22:27
    NULL,0,       PPM,23/05/2023 22:28
    NULL,0,       PPM,23/05/2023 22:28
    NULL,0,       PPM,23/05/2023 22:29
    NULL,0,       PPM,23/05/2023 22:30
    NULL,0,       PPM,23/05/2023 22:30
    NULL,0,       PPM,23/05/2023 22:31
    NULL,0,       PPM,23/05/2023 22:31
    NULL,0,       PPM,23/05/2023 22:32
    NULL,0,       PPM,23/05/2023 22:32
    NULL,0,       PPM,23/05/2023 22:33
    NULL,0,       PPM,23/05/2023 22:33
    NULL,0,       PPM,23/05/2023 22:34
    NULL,0,       PPM,23/05/2023 22:34
    NULL,0,       PPM,23/05/2023 22:35
    NULL,0,       PPM,23/05/2023 22:35
    NULL,0,       PPM,23/05/2023 22:36
    NULL,0,       PPM,23/05/2023 22:36
    NULL,0,       PPM,23/05/2023 22:37
    NULL,0,       PPM,23/05/2023 22:37
    NULL,0,       PPM,23/05/2023 22:38
    NULL,0,       PPM,23/05/2023 22:38
    NULL,0,       PPM,23/05/2023 22:39
    NULL,0,       PPM,23/05/2023 22:39
    NULL,0,       PPM,23/05/2023 22:40
    NULL,0,       PPM,23/05/2023 22:40
    NULL,0,       PPM,23/05/2023 22:41
    NULL,0,       PPM,23/05/2023 22:41
    NULL,0,       PPM,23/05/2023 22:42
    NULL,0,       PPM,23/05/2023 22:42
    NULL,0,       PPM,23/05/2023 22:43
    NULL,0,       PPM,23/05/2023 22:43
    NULL,0,       PPM,23/05/2023 22:44
    NULL,0,       PPM,23/05/2023 22:45
    NULL,0,       PPM,23/05/2023 22:45
    NULL,0,       PPM,23/05/2023 22:46
    NULL,0,       PPM,23/05/2023 22:46
    NULL,0,       PPM,23/05/2023 22:47
    NULL,0,       PPM,23/05/2023 22:47
    NULL,0,       PPM,23/05/2023 22:48
    NULL,0,       PPM,23/05/2023 22:48
    NULL,0,       PPM,23/05/2023 22:49
    NULL,0,       PPM,23/05/2023 22:49
    NULL,0,       PPM,23/05/2023 22:50
    NULL,0,       PPM,23/05/2023 22:50
    NULL,0,       PPM,23/05/2023 22:51
    NULL,0,       PPM,23/05/2023 22:51
    NULL,0,       PPM,23/05/2023 22:52
    NULL,0,       PPM,23/05/2023 22:52
    NULL,0,       PPM,23/05/2023 22:53
    NULL,0,       PPM,23/05/2023 22:53
    NULL,0,       PPM,23/05/2023 22:54
    NULL,0,       PPM,23/05/2023 22:54
    NULL,0,       PPM,23/05/2023 22:55
    NULL,0,       PPM,23/05/2023 22:55
    NULL,0,       PPM,23/05/2023 22:56
    NULL,0,       PPM,23/05/2023 22:56
    NULL,0,       PPM,23/05/2023 22:57
    NULL,0,       PPM,23/05/2023 22:57
    NULL,0,       PPM,23/05/2023 22:58
    NULL,0,       PPM,23/05/2023 22:58
    NULL,0,       PPM,23/05/2023 22:59
    NULL,0,       PPM,23/05/2023 22:59
    NULL,0,       PPM,23/05/2023 23:00
    NULL,0,       PPM,23/05/2023 23:01
    NULL,0,       PPM,23/05/2023 23:01
    NULL,0,       PPM,23/05/2023 23:02
    NULL,0,       PPM,23/05/2023 23:02
    NULL,0,       PPM,23/05/2023 23:03
    NULL,0,       PPM,23/05/2023 23:03
    NULL,0,       PPM,23/05/2023 23:04
    NULL,0,       PPM,23/05/2023 23:04
    NULL,0,       PPM,23/05/2023 23:05
    NULL,0,       PPM,23/05/2023 23:05
    NULL,0,       PPM,23/05/2023 23:06
    NULL,0,       PPM,23/05/2023 23:06
    NULL,0,       PPM,23/05/2023 23:07
    NULL,0,       PPM,23/05/2023 23:07
    NULL,0,       PPM,23/05/2023 23:08
    NULL,0,       PPM,23/05/2023 23:08
    NULL,0,       PPM,23/05/2023 23:09
    NULL,0,       PPM,23/05/2023 23:09
    NULL,0,       PPM,23/05/2023 23:10
    NULL,0,       PPM,23/05/2023 23:10
    NULL,0,       PPM,23/05/2023 23:11
    NULL,0,       PPM,23/05/2023 23:11
    NULL,0,       PPM,23/05/2023 23:12
    NULL,0,       PPM,23/05/2023 23:12
    NULL,0,       PPM,23/05/2023 23:13
    NULL,0,       PPM,23/05/2023 23:13
    NULL,0,       PPM,23/05/2023 23:14
    NULL,0,       PPM,23/05/2023 23:14
    NULL,0,       PPM,23/05/2023 23:15
    NULL,0,       PPM,23/05/2023 23:16
    NULL,0,       PPM,23/05/2023 23:16
    NULL,0,       PPM,23/05/2023 23:17
    NULL,0,       PPM,23/05/2023 23:17
    NULL,0,       PPM,23/05/2023 23:18
    NULL,0,       PPM,23/05/2023 23:18
    NULL,0,       PPM,23/05/2023 23:19
    NULL,0,       PPM,23/05/2023 23:19
    NULL,0,       PPM,23/05/2023 23:20
    NULL,0,       PPM,23/05/2023 23:20
    NULL,0,       PPM,23/05/2023 23:21
    NULL,0,       PPM,23/05/2023 23:21
    NULL,0,       PPM,23/05/2023 23:22
    NULL,0,       PPM,23/05/2023 23:22
    NULL,0,       PPM,23/05/2023 23:23
    NULL,0,       PPM,23/05/2023 23:23
    NULL,0,       PPM,23/05/2023 23:24
    NULL,0,       PPM,23/05/2023 23:24
    NULL,0,       PPM,23/05/2023 23:25
    NULL,0,       PPM,23/05/2023 23:25
    NULL,0,       PPM,23/05/2023 23:26
    NULL,0,       PPM,23/05/2023 23:26
    NULL,0,       PPM,23/05/2023 23:27
    NULL,0,       PPM,23/05/2023 23:27
    NULL,0,       PPM,23/05/2023 23:28
    NULL,0,       PPM,23/05/2023 23:28
    NULL,0,       PPM,23/05/2023 23:29
    NULL,0,       PPM,23/05/2023 23:29
    NULL,0,       PPM,23/05/2023 23:30
    NULL,0,       PPM,23/05/2023 23:31
    NULL,0,       PPM,23/05/2023 23:31
    NULL,0,       PPM,23/05/2023 23:32
    NULL,0,       PPM,23/05/2023 23:32
    NULL,0,       PPM,23/05/2023 23:33
    NULL,0,       PPM,23/05/2023 23:33
    NULL,0,       PPM,23/05/2023 23:34
    NULL,0,       PPM,23/05/2023 23:34
    NULL,0,       PPM,23/05/2023 23:35
    NULL,0,       PPM,23/05/2023 23:35
    NULL,0,       PPM,23/05/2023 23:36
    NULL,0,       PPM,23/05/2023 23:36
    NULL,0,       PPM,23/05/2023 23:37
    NULL,0,       PPM,23/05/2023 23:37
    NULL,0,       PPM,23/05/2023 23:38
    NULL,0,       PPM,23/05/2023 23:38
