Temp,Humi,Date&Time
 31.0¡æ, 74.9%RH,2020-02-06 08:06:33
 31.0¡æ, 74.9%RH,2020-02-06 08:06:38
 31.0¡æ, 74.8%RH,2020-02-06 08:06:43
 31.0¡æ, 74.8%RH,2020-02-06 08:06:48
 31.0¡æ, 74.8%RH,2020-02-06 08:06:53
 31.1¡æ, 74.7%RH,2020-02-06 08:06:58
 31.1¡æ, 74.6%RH,2020-02-06 08:07:03
 31.1¡æ, 74.5%RH,2020-02-06 08:07:08
 31.1¡æ, 74.5%RH,2020-02-06 08:07:13
 31.1¡æ, 74.4%RH,2020-02-06 08:07:18
 31.1¡æ, 74.4%RH,2020-02-06 08:07:23
 31.2¡æ, 74.4%RH,2020-02-06 08:07:28
 31.2¡æ, 74.3%RH,2020-02-06 08:07:33
 31.2¡æ, 74.3%RH,2020-02-06 08:07:38
 31.2¡æ, 74.3%RH,2020-02-06 08:07:43
 31.2¡æ, 74.3%RH,2020-02-06 08:07:48
 31.2¡æ, 74.2%RH,2020-02-06 08:07:53
 31.3¡æ, 74.2%RH,2020-02-06 08:07:58
 31.3¡æ, 74.1%RH,2020-02-06 08:08:03
 31.3¡æ, 74.1%RH,2020-02-06 08:08:08
 31.3¡æ, 74.1%RH,2020-02-06 08:08:13
 31.3¡æ, 73.9%RH,2020-02-06 08:08:18
 31.3¡æ, 74.0%RH,2020-02-06 08:08:23
 31.3¡æ, 74.0%RH,2020-02-06 08:08:28
 31.4¡æ, 74.0%RH,2020-02-06 08:08:33
 31.4¡æ, 73.9%RH,2020-02-06 08:08:38
 31.4¡æ, 73.9%RH,2020-02-06 08:08:43
 31.4¡æ, 73.8%RH,2020-02-06 08:08:48
 31.4¡æ, 73.8%RH,2020-02-06 08:08:53
 31.5¡æ, 73.7%RH,2020-02-06 08:08:58
 31.5¡æ, 73.6%RH,2020-02-06 08:09:03
 31.5¡æ, 73.6%RH,2020-02-06 08:09:08
 31.5¡æ, 73.6%RH,2020-02-06 08:09:13
 31.5¡æ, 73.6%RH,2020-02-06 08:09:18
 31.5¡æ, 73.6%RH,2020-02-06 08:09:23
 31.5¡æ, 73.6%RH,2020-02-06 08:09:28
 31.5¡æ, 73.5%RH,2020-02-06 08:09:33
 31.5¡æ, 73.5%RH,2020-02-06 08:09:36
 31.5¡æ, 73.5%RH,2020-02-06 08:09:38
 31.6¡æ, 73.5%RH,2020-02-06 08:09:43
 31.6¡æ, 73.4%RH,2020-02-06 08:09:48
 31.6¡æ, 73.4%RH,2020-02-06 08:09:53
 31.6¡æ, 73.3%RH,2020-02-06 08:09:58
 31.6¡æ, 73.3%RH,2020-02-06 08:10:03
 31.6¡æ, 73.2%RH,2020-02-06 08:10:08
 31.6¡æ, 73.2%RH,2020-02-06 08:10:13
 31.6¡æ, 73.1%RH,2020-02-06 08:10:18
 31.7¡æ, 73.0%RH,2020-02-06 08:10:23
 31.7¡æ, 73.0%RH,2020-02-06 08:10:28
 31.7¡æ, 73.0%RH,2020-02-06 08:10:33
 31.7¡æ, 73.0%RH,2020-02-06 08:10:38
 31.7¡æ, 72.9%RH,2020-02-06 08:10:43
 31.7¡æ, 72.9%RH,2020-02-06 08:10:48
 31.7¡æ, 72.8%RH,2020-02-06 08:10:53
 31.8¡æ, 72.7%RH,2020-02-06 08:10:58
 31.8¡æ, 72.6%RH,2020-02-06 08:11:03
 31.8¡æ, 72.5%RH,2020-02-06 08:11:08
 31.8¡æ, 72.6%RH,2020-02-06 08:11:13
 31.8¡æ, 72.4%RH,2020-02-06 08:11:18
 31.8¡æ, 72.5%RH,2020-02-06 08:11:23
 31.8¡æ, 72.4%RH,2020-02-06 08:11:28
 31.9¡æ, 72.4%RH,2020-02-06 08:11:33
 31.9¡æ, 72.5%RH,2020-02-06 08:11:38
 31.9¡æ, 72.4%RH,2020-02-06 08:11:43
 31.9¡æ, 72.3%RH,2020-02-06 08:11:48
 31.9¡æ, 72.3%RH,2020-02-06 08:11:53
 31.9¡æ, 72.3%RH,2020-02-06 08:11:53
 31.9¡æ, 72.3%RH,2020-02-06 08:11:58
 31.9¡æ, 72.2%RH,2020-02-06 08:12:03
 32.0¡æ, 72.2%RH,2020-02-06 08:12:08
 32.0¡æ, 72.1%RH,2020-02-06 08:12:13
 32.0¡æ, 72.1%RH,2020-02-06 08:12:18
 32.0¡æ, 72.1%RH,2020-02-06 08:12:23
 32.0¡æ, 72.0%RH,2020-02-06 08:12:28
 32.0¡æ, 72.0%RH,2020-02-06 08:12:33
 32.0¡æ, 72.0%RH,2020-02-06 08:12:38
 32.0¡æ, 72.0%RH,2020-02-06 08:12:43
 32.1¡æ, 71.9%RH,2020-02-06 08:12:48
 32.1¡æ, 71.9%RH,2020-02-06 08:12:53
 32.1¡æ, 71.0%RH,2020-02-06 08:12:58
 32.2¡æ, 71.2%RH,2020-02-06 08:13:03
 32.2¡æ, 70.8%RH,2020-02-06 08:13:08
 32.3¡æ, 70.4%RH,2020-02-06 08:13:13
 32.4¡æ, 70.0%RH,2020-02-06 08:13:18
 32.3¡æ, 70.1%RH,2020-02-06 08:13:23
 32.4¡æ, 71.3%RH,2020-02-06 08:13:28
 32.4¡æ, 71.6%RH,2020-02-06 08:13:33
 32.4¡æ, 71.6%RH,2020-02-06 08:13:38
 32.4¡æ, 71.6%RH,2020-02-06 08:13:43
 32.5¡æ, 71.6%RH,2020-02-06 08:13:48
 32.5¡æ, 71.6%RH,2020-02-06 08:13:51
 32.5¡æ, 71.6%RH,2020-02-06 08:13:53
 32.5¡æ, 71.5%RH,2020-02-06 08:13:58
 32.5¡æ, 71.5%RH,2020-02-06 08:14:03
 32.6¡æ, 71.4%RH,2020-02-06 08:14:08
 32.6¡æ, 71.4%RH,2020-02-06 08:14:13
 32.7¡æ, 70.3%RH,2020-02-06 08:14:18
 32.9¡æ, 69.3%RH,2020-02-06 08:14:23
 32.9¡æ, 66.7%RH,2020-02-06 08:14:28
 32.9¡æ, 66.6%RH,2020-02-06 08:14:33
 32.9¡æ, 66.6%RH,2020-02-06 08:14:34
 33.0¡æ, 65.5%RH,2020-02-06 08:14:38
 33.0¡æ, 69.0%RH,2020-02-06 08:14:43
 33.0¡æ, 70.1%RH,2020-02-06 08:14:48
 33.0¡æ, 69.5%RH,2020-02-06 08:14:53
 33.0¡æ, 70.1%RH,2020-02-06 08:14:58
 33.1¡æ, 70.2%RH,2020-02-06 08:15:03
 33.1¡æ, 70.2%RH,2020-02-06 08:15:08
 33.1¡æ, 70.2%RH,2020-02-06 08:15:13
 33.1¡æ, 70.1%RH,2020-02-06 08:15:18
 33.2¡æ, 70.0%RH,2020-02-06 08:15:23
 33.2¡æ, 70.0%RH,2020-02-06 08:15:28
 33.2¡æ, 69.9%RH,2020-02-06 08:15:33
 33.3¡æ, 69.8%RH,2020-02-06 08:15:38
 33.3¡æ, 69.7%RH,2020-02-06 08:15:43
 33.3¡æ, 69.6%RH,2020-02-06 08:15:48
 33.4¡æ, 69.5%RH,2020-02-06 08:15:53
 33.4¡æ, 69.5%RH,2020-02-06 08:15:58
 33.4¡æ, 69.5%RH,2020-02-06 08:16:03
 33.4¡æ, 69.4%RH,2020-02-06 08:16:08
 33.4¡æ, 69.2%RH,2020-02-06 08:16:13
 33.5¡æ, 69.2%RH,2020-02-06 08:16:18
 33.5¡æ, 69.1%RH,2020-02-06 08:16:23
 33.5¡æ, 69.1%RH,2020-02-06 08:16:28
 33.5¡æ, 69.1%RH,2020-02-06 08:16:33
 33.5¡æ, 69.0%RH,2020-02-06 08:16:38
 33.6¡æ, 69.0%RH,2020-02-06 08:16:43
 33.6¡æ, 69.0%RH,2020-02-06 08:16:48
 33.6¡æ, 68.9%RH,2020-02-06 08:16:53
 33.6¡æ, 68.8%RH,2020-02-06 08:16:58
 33.6¡æ, 68.8%RH,2020-02-06 08:17:03
 33.6¡æ, 68.7%RH,2020-02-06 08:17:08
 33.6¡æ, 68.6%RH,2020-02-06 08:17:13
 33.7¡æ, 68.6%RH,2020-02-06 08:17:18
 33.7¡æ, 68.5%RH,2020-02-06 08:17:23
 33.7¡æ, 68.5%RH,2020-02-06 08:17:28
 33.7¡æ, 68.4%RH,2020-02-06 08:17:33
 33.7¡æ, 68.4%RH,2020-02-06 08:17:38
 33.7¡æ, 68.3%RH,2020-02-06 08:17:43
 33.7¡æ, 68.2%RH,2020-02-06 08:17:48
 33.7¡æ, 68.1%RH,2020-02-06 08:17:53
 33.7¡æ, 68.0%RH,2020-02-06 08:17:58
 33.7¡æ, 68.0%RH,2020-02-06 08:18:03
 33.8¡æ, 67.9%RH,2020-02-06 08:18:08
 33.8¡æ, 67.7%RH,2020-02-06 08:18:13
 33.8¡æ, 67.8%RH,2020-02-06 08:18:18
 33.8¡æ, 67.8%RH,2020-02-06 08:18:23
 33.8¡æ, 67.7%RH,2020-02-06 08:18:28
 33.8¡æ, 67.7%RH,2020-02-06 08:18:33
 33.8¡æ, 67.7%RH,2020-02-06 08:18:38
 33.8¡æ, 67.6%RH,2020-02-06 08:18:43
 33.8¡æ, 67.6%RH,2020-02-06 08:18:48
 33.8¡æ, 67.5%RH,2020-02-06 08:18:53
 33.8¡æ, 67.4%RH,2020-02-06 08:18:58
 33.8¡æ, 67.4%RH,2020-02-06 08:19:03
 33.8¡æ, 67.4%RH,2020-02-06 08:19:08
 33.9¡æ, 67.3%RH,2020-02-06 08:19:13
 33.9¡æ, 67.2%RH,2020-02-06 08:19:18
 33.9¡æ, 67.1%RH,2020-02-06 08:19:23
 33.9¡æ, 67.1%RH,2020-02-06 08:19:28
 33.9¡æ, 67.1%RH,2020-02-06 08:19:33
 33.9¡æ, 67.1%RH,2020-02-06 08:19:38
 33.9¡æ, 67.0%RH,2020-02-06 08:19:43
 33.9¡æ, 66.9%RH,2020-02-06 08:19:48
 33.9¡æ, 66.8%RH,2020-02-06 08:19:53
 33.9¡æ, 66.8%RH,2020-02-06 08:19:58
 33.9¡æ, 66.8%RH,2020-02-06 08:20:03
 33.9¡æ, 66.7%RH,2020-02-06 08:20:08
 33.9¡æ, 66.7%RH,2020-02-06 08:20:13
 33.9¡æ, 66.6%RH,2020-02-06 08:20:18
 33.9¡æ, 66.5%RH,2020-02-06 08:20:23
 33.9¡æ, 66.5%RH,2020-02-06 08:20:28
 34.0¡æ, 66.4%RH,2020-02-06 08:20:33
 34.0¡æ, 66.4%RH,2020-02-06 08:20:38
 34.0¡æ, 66.4%RH,2020-02-06 08:20:40
 34.0¡æ, 66.4%RH,2020-02-06 08:20:43
 34.0¡æ, 66.4%RH,2020-02-06 08:20:48
 34.0¡æ, 66.4%RH,2020-02-06 08:20:53
 34.0¡æ, 66.3%RH,2020-02-06 08:20:58
 34.0¡æ, 66.3%RH,2020-02-06 08:20:59
 34.0¡æ, 66.4%RH,2020-02-06 08:21:03
 34.0¡æ, 66.3%RH,2020-02-06 08:21:08
 34.0¡æ, 66.3%RH,2020-02-06 08:21:13
 34.0¡æ, 66.3%RH,2020-02-06 08:21:18
 34.0¡æ, 66.3%RH,2020-02-06 08:21:23
 34.0¡æ, 66.3%RH,2020-02-06 08:21:28
 34.0¡æ, 66.3%RH,2020-02-06 08:21:33
 34.0¡æ, 66.2%RH,2020-02-06 08:21:38
 34.0¡æ, 66.2%RH,2020-02-06 08:21:43
 34.0¡æ, 66.1%RH,2020-02-06 08:21:48
 34.0¡æ, 66.2%RH,2020-02-06 08:21:53
 34.0¡æ, 66.2%RH,2020-02-06 08:21:58
 34.0¡æ, 66.2%RH,2020-02-06 08:22:03
 34.0¡æ, 66.2%RH,2020-02-06 08:22:08
 34.0¡æ, 66.2%RH,2020-02-06 08:22:13
 34.0¡æ, 66.2%RH,2020-02-06 08:22:18
 34.0¡æ, 66.2%RH,2020-02-06 08:22:18
 34.0¡æ, 66.2%RH,2020-02-06 08:22:23
 34.0¡æ, 66.2%RH,2020-02-06 08:22:28
 34.0¡æ, 66.2%RH,2020-02-06 08:22:33
 34.0¡æ, 66.2%RH,2020-02-06 08:22:38
 34.0¡æ, 66.2%RH,2020-02-06 08:22:43
 34.1¡æ, 66.1%RH,2020-02-06 08:22:48
 34.1¡æ, 66.1%RH,2020-02-06 08:22:53
 34.1¡æ, 66.1%RH,2020-02-06 08:22:58
 34.1¡æ, 66.1%RH,2020-02-06 08:23:03
 34.1¡æ, 66.1%RH,2020-02-06 08:23:08
 34.1¡æ, 66.1%RH,2020-02-06 08:23:13
 34.1¡æ, 66.0%RH,2020-02-06 08:23:18
 34.1¡æ, 66.1%RH,2020-02-06 08:23:23
 34.1¡æ, 66.1%RH,2020-02-06 08:23:24
 34.1¡æ, 66.0%RH,2020-02-06 08:23:28
 34.1¡æ, 66.0%RH,2020-02-06 08:23:33
 34.1¡æ, 65.9%RH,2020-02-06 08:23:38
 34.1¡æ, 65.9%RH,2020-02-06 08:23:43
 34.1¡æ, 65.9%RH,2020-02-06 08:23:48
 34.1¡æ, 66.0%RH,2020-02-06 08:23:53
 34.1¡æ, 65.9%RH,2020-02-06 08:23:58
 34.1¡æ, 65.9%RH,2020-02-06 08:24:03
 34.1¡æ, 65.9%RH,2020-02-06 08:24:08
 34.1¡æ, 65.9%RH,2020-02-06 08:24:13
 34.2¡æ, 65.9%RH,2020-02-06 08:24:18
 34.2¡æ, 65.9%RH,2020-02-06 08:24:23
 34.2¡æ, 65.9%RH,2020-02-06 08:24:28
 34.2¡æ, 66.0%RH,2020-02-06 08:24:33
 34.2¡æ, 65.9%RH,2020-02-06 08:24:38
 34.2¡æ, 65.9%RH,2020-02-06 08:24:43
 34.2¡æ, 65.9%RH,2020-02-06 08:24:48
 34.2¡æ, 65.9%RH,2020-02-06 08:24:53
 34.2¡æ, 65.9%RH,2020-02-06 08:24:58
 34.2¡æ, 65.9%RH,2020-02-06 08:25:03
 34.2¡æ, 65.9%RH,2020-02-06 08:25:08
 34.2¡æ, 65.9%RH,2020-02-06 08:25:13
 34.2¡æ, 65.9%RH,2020-02-06 08:25:18
 34.2¡æ, 65.9%RH,2020-02-06 08:25:23
 34.2¡æ, 65.8%RH,2020-02-06 08:25:28
 34.2¡æ, 65.9%RH,2020-02-06 08:25:33
 34.2¡æ, 65.9%RH,2020-02-06 08:25:38
 34.2¡æ, 65.9%RH,2020-02-06 08:25:43
 34.2¡æ, 65.9%RH,2020-02-06 08:25:48
 34.2¡æ, 65.8%RH,2020-02-06 08:25:53
 34.2¡æ, 65.8%RH,2020-02-06 08:25:58
 34.2¡æ, 65.7%RH,2020-02-06 08:26:03
 34.3¡æ, 65.8%RH,2020-02-06 08:26:08
 34.3¡æ, 65.8%RH,2020-02-06 08:26:13
 34.3¡æ, 65.8%RH,2020-02-06 08:26:18
 34.3¡æ, 65.8%RH,2020-02-06 08:26:23
 34.3¡æ, 65.8%RH,2020-02-06 08:26:28
 34.3¡æ, 65.7%RH,2020-02-06 08:26:33
 34.3¡æ, 65.7%RH,2020-02-06 08:26:38
 34.3¡æ, 65.6%RH,2020-02-06 08:26:43
 34.3¡æ, 65.6%RH,2020-02-06 08:26:48
 34.3¡æ, 65.6%RH,2020-02-06 08:26:53
 34.3¡æ, 65.3%RH,2020-02-06 08:26:58
 34.3¡æ, 65.3%RH,2020-02-06 08:27:03
 34.3¡æ, 65.4%RH,2020-02-06 08:27:08
 34.3¡æ, 65.4%RH,2020-02-06 08:27:13
 34.3¡æ, 65.4%RH,2020-02-06 08:27:18
 34.3¡æ, 65.4%RH,2020-02-06 08:27:23
 34.3¡æ, 65.4%RH,2020-02-06 08:27:28
 34.3¡æ, 65.4%RH,2020-02-06 08:27:32
 34.3¡æ, 65.3%RH,2020-02-06 08:27:33
 34.4¡æ, 65.3%RH,2020-02-06 08:27:38
 34.4¡æ, 65.2%RH,2020-02-06 08:27:43
 34.4¡æ, 65.1%RH,2020-02-06 08:27:48
 34.4¡æ, 65.1%RH,2020-02-06 08:27:53
 34.4¡æ, 65.0%RH,2020-02-06 08:27:58
 34.4¡æ, 65.0%RH,2020-02-06 08:28:03
 34.4¡æ, 64.8%RH,2020-02-06 08:28:08
 34.4¡æ, 64.8%RH,2020-02-06 08:28:13
 34.4¡æ, 64.8%RH,2020-02-06 08:28:18
 34.4¡æ, 64.7%RH,2020-02-06 08:28:23
 34.4¡æ, 64.7%RH,2020-02-06 08:28:28
 34.4¡æ, 64.7%RH,2020-02-06 08:28:33
 34.4¡æ, 64.7%RH,2020-02-06 08:28:38
 34.4¡æ, 64.6%RH,2020-02-06 08:28:43
 34.4¡æ, 64.6%RH,2020-02-06 08:28:48
 34.4¡æ, 64.6%RH,2020-02-06 08:28:53
 34.4¡æ, 64.6%RH,2020-02-06 08:28:58
 34.4¡æ, 64.6%RH,2020-02-06 08:29:03
 34.4¡æ, 64.6%RH,2020-02-06 08:29:08
 34.4¡æ, 64.5%RH,2020-02-06 08:29:13
 34.4¡æ, 64.5%RH,2020-02-06 08:29:18
 34.4¡æ, 64.5%RH,2020-02-06 08:29:23
 34.4¡æ, 64.5%RH,2020-02-06 08:29:28
 34.4¡æ, 64.3%RH,2020-02-06 08:29:33
 34.4¡æ, 64.4%RH,2020-02-06 08:29:38
 34.4¡æ, 64.4%RH,2020-02-06 08:29:43
 34.4¡æ, 64.4%RH,2020-02-06 08:29:48
 34.4¡æ, 64.4%RH,2020-02-06 08:29:53
 34.4¡æ, 64.5%RH,2020-02-06 08:29:58
 34.4¡æ, 64.5%RH,2020-02-06 08:30:03
 34.4¡æ, 64.5%RH,2020-02-06 08:30:08
 34.4¡æ, 64.4%RH,2020-02-06 08:30:13
 34.4¡æ, 64.4%RH,2020-02-06 08:30:18
 34.4¡æ, 64.4%RH,2020-02-06 08:30:23
 34.4¡æ, 64.4%RH,2020-02-06 08:30:28
 34.4¡æ, 64.3%RH,2020-02-06 08:30:33
 34.4¡æ, 64.3%RH,2020-02-06 08:30:38
 34.4¡æ, 64.4%RH,2020-02-06 08:30:43
 34.4¡æ, 64.4%RH,2020-02-06 08:30:48
 34.4¡æ, 64.4%RH,2020-02-06 08:30:53
 34.4¡æ, 64.4%RH,2020-02-06 08:30:58
 34.4¡æ, 64.4%RH,2020-02-06 08:31:03
 34.4¡æ, 64.4%RH,2020-02-06 08:31:08
 34.4¡æ, 64.3%RH,2020-02-06 08:31:13
 34.4¡æ, 64.2%RH,2020-02-06 08:31:18
 34.4¡æ, 64.3%RH,2020-02-06 08:31:23
 34.4¡æ, 64.3%RH,2020-02-06 08:31:28
 34.4¡æ, 64.3%RH,2020-02-06 08:31:33
 34.4¡æ, 64.2%RH,2020-02-06 08:31:38
 34.4¡æ, 64.2%RH,2020-02-06 08:31:43
 34.4¡æ, 64.3%RH,2020-02-06 08:31:48
 34.4¡æ, 64.3%RH,2020-02-06 08:31:53
 34.4¡æ, 64.0%RH,2020-02-06 08:31:58
 34.4¡æ, 64.4%RH,2020-02-06 08:32:03
 34.4¡æ, 63.4%RH,2020-02-06 08:32:08
 34.4¡æ, 63.0%RH,2020-02-06 08:32:13
 34.3¡æ, 63.1%RH,2020-02-06 08:32:18
 34.3¡æ, 63.6%RH,2020-02-06 08:32:23
 34.3¡æ, 63.4%RH,2020-02-06 08:32:28
 34.3¡æ, 64.4%RH,2020-02-06 08:32:33
 34.3¡æ, 64.4%RH,2020-02-06 08:32:38
 34.3¡æ, 64.7%RH,2020-02-06 08:32:43
 34.3¡æ, 64.8%RH,2020-02-06 08:32:48
 34.3¡æ, 64.8%RH,2020-02-06 08:32:53
 34.3¡æ, 64.7%RH,2020-02-06 08:32:58
 34.3¡æ, 64.7%RH,2020-02-06 08:33:03
 34.3¡æ, 64.7%RH,2020-02-06 08:33:08
 34.3¡æ, 64.7%RH,2020-02-06 08:33:13
 34.3¡æ, 64.7%RH,2020-02-06 08:33:18
 34.3¡æ, 64.6%RH,2020-02-06 08:33:23
 34.3¡æ, 64.6%RH,2020-02-06 08:33:28
 34.3¡æ, 64.6%RH,2020-02-06 08:33:33
 34.3¡æ, 64.6%RH,2020-02-06 08:33:38
 34.3¡æ, 64.6%RH,2020-02-06 08:33:43
 34.3¡æ, 64.6%RH,2020-02-06 08:33:48
 34.3¡æ, 64.6%RH,2020-02-06 08:33:53
 34.3¡æ, 64.6%RH,2020-02-06 08:33:58
 34.3¡æ, 64.6%RH,2020-02-06 08:34:03
 34.3¡æ, 64.6%RH,2020-02-06 08:34:08
 34.3¡æ, 64.6%RH,2020-02-06 08:34:13
 34.3¡æ, 64.5%RH,2020-02-06 08:34:18
 34.3¡æ, 64.5%RH,2020-02-06 08:34:23
 34.3¡æ, 64.4%RH,2020-02-06 08:34:28
 34.3¡æ, 64.5%RH,2020-02-06 08:34:33
 34.3¡æ, 64.4%RH,2020-02-06 08:34:38
 34.3¡æ, 64.4%RH,2020-02-06 08:34:43
 34.3¡æ, 64.4%RH,2020-02-06 08:34:48
 34.3¡æ, 64.3%RH,2020-02-06 08:34:53
 34.3¡æ, 64.3%RH,2020-02-06 08:34:58
 34.3¡æ, 64.2%RH,2020-02-06 08:35:03
 34.3¡æ, 64.2%RH,2020-02-06 08:35:08
 34.3¡æ, 64.2%RH,2020-02-06 08:35:13
 34.3¡æ, 64.1%RH,2020-02-06 08:35:18
 34.3¡æ, 64.1%RH,2020-02-06 08:35:23
 34.3¡æ, 64.1%RH,2020-02-06 08:35:28
 34.3¡æ, 64.1%RH,2020-02-06 08:35:33
 34.3¡æ, 64.1%RH,2020-02-06 08:35:38
 34.3¡æ, 64.1%RH,2020-02-06 08:35:43
 34.3¡æ, 64.1%RH,2020-02-06 08:35:48
 34.2¡æ, 64.0%RH,2020-02-06 08:35:53
 34.2¡æ, 64.0%RH,2020-02-06 08:35:58
 34.3¡æ, 64.0%RH,2020-02-06 08:36:03
 34.3¡æ, 64.0%RH,2020-02-06 08:36:08
 34.2¡æ, 64.0%RH,2020-02-06 08:36:13
 34.2¡æ, 64.0%RH,2020-02-06 08:36:18
 34.2¡æ, 64.0%RH,2020-02-06 08:36:23
 34.2¡æ, 64.0%RH,2020-02-06 08:36:28
 34.2¡æ, 63.9%RH,2020-02-06 08:36:33
 34.2¡æ, 63.9%RH,2020-02-06 08:36:38
 34.2¡æ, 63.9%RH,2020-02-06 08:36:43
 34.2¡æ, 63.9%RH,2020-02-06 08:36:48
 34.2¡æ, 63.9%RH,2020-02-06 08:36:53
 34.2¡æ, 63.9%RH,2020-02-06 08:36:58
 34.2¡æ, 63.9%RH,2020-02-06 08:37:03
 34.2¡æ, 63.9%RH,2020-02-06 08:37:08
 34.2¡æ, 63.9%RH,2020-02-06 08:37:13
 34.2¡æ, 63.9%RH,2020-02-06 08:37:18
 34.2¡æ, 63.9%RH,2020-02-06 08:37:23
 34.2¡æ, 63.9%RH,2020-02-06 08:37:28
 34.2¡æ, 63.9%RH,2020-02-06 08:37:33
 34.1¡æ, 63.9%RH,2020-02-06 08:37:38
